id,keyword,movieID,title
15312,femme,4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)"
15313,de,4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)"
15314,chambre,4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)"
15315,Le,4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)"
15316,1964,4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)"
15317,Journal d'une femme de chambre,4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)"
15318,Dr,4402,Dr. Goldfoot and the Bikini Machine (1965)
15319,Goldfoot,4402,Dr. Goldfoot and the Bikini Machine (1965)
15320,and,4402,Dr. Goldfoot and the Bikini Machine (1965)
15321,the,4402,Dr. Goldfoot and the Bikini Machine (1965)
15322,Bikini,4402,Dr. Goldfoot and the Bikini Machine (1965)
15323,Machine,4402,Dr. Goldfoot and the Bikini Machine (1965)
15324,1965,4402,Dr. Goldfoot and the Bikini Machine (1965)
15325,Dr. Goldfoot,4402,Dr. Goldfoot and the Bikini Machine (1965)
15326,Bikini Machine,4402,Dr. Goldfoot and the Bikini Machine (1965)
15327,Fall,4403,"Fall of the House of Usher, The (House of Usher) (1960)"
15328,of,4403,"Fall of the House of Usher, The (House of Usher) (1960)"
15329,the,4403,"Fall of the House of Usher, The (House of Usher) (1960)"
15330,House,4403,"Fall of the House of Usher, The (House of Usher) (1960)"
15331,of,4403,"Fall of the House of Usher, The (House of Usher) (1960)"
15332,Usher,4403,"Fall of the House of Usher, The (House of Usher) (1960)"
15333,The,4403,"Fall of the House of Usher, The (House of Usher) (1960)"
15334,House,4403,"Fall of the House of Usher, The (House of Usher) (1960)"
15335,of,4403,"Fall of the House of Usher, The (House of Usher) (1960)"
15336,Usher,4403,"Fall of the House of Usher, The (House of Usher) (1960)"
15337,1960,4403,"Fall of the House of Usher, The (House of Usher) (1960)"
15338,Fall of the House of Usher,4403,"Fall of the House of Usher, The (House of Usher) (1960)"
15339,House of Usher,4403,"Fall of the House of Usher, The (House of Usher) (1960)"
15340,Faust,4404,Faust (1926)
15341,1926,4404,Faust (1926)
15342,Man,4406,"Man Who Shot Liberty Valance, The (1962)"
15343,Who,4406,"Man Who Shot Liberty Valance, The (1962)"
15344,Shot,4406,"Man Who Shot Liberty Valance, The (1962)"
15345,Liberty,4406,"Man Who Shot Liberty Valance, The (1962)"
15346,Valance,4406,"Man Who Shot Liberty Valance, The (1962)"
15347,The,4406,"Man Who Shot Liberty Valance, The (1962)"
15348,1962,4406,"Man Who Shot Liberty Valance, The (1962)"
15349,Shot Liberty Valance,4406,"Man Who Shot Liberty Valance, The (1962)"
15350,Salvador,4407,Salvador (1986)
15351,1986,4407,Salvador (1986)
15352,September,4408,September (1987)
15353,1987,4408,September (1987)
15354,Shadows,4409,Shadows and Fog (1991)
15355,and,4409,Shadows and Fog (1991)
15356,Fog,4409,Shadows and Fog (1991)
15357,1991,4409,Shadows and Fog (1991)
15358,Something,4410,Something Wild (1986)
15359,Wild,4410,Something Wild (1986)
15360,1986,4410,Something Wild (1986)
15361,Thing,4412,"Thing with Two Heads, The (1972)"
15362,with,4412,"Thing with Two Heads, The (1972)"
15363,Two,4412,"Thing with Two Heads, The (1972)"
15364,Heads,4412,"Thing with Two Heads, The (1972)"
15365,The,4412,"Thing with Two Heads, The (1972)"
15366,1972,4412,"Thing with Two Heads, The (1972)"
15367,All,4419,All That Heaven Allows (1955)
15368,That,4419,All That Heaven Allows (1955)
15369,Heaven,4419,All That Heaven Allows (1955)
15370,Allows,4419,All That Heaven Allows (1955)
15371,1955,4419,All That Heaven Allows (1955)
15372,Barefoot,4420,"Barefoot Contessa, The (1954)"
15373,Contessa,4420,"Barefoot Contessa, The (1954)"
15374,The,4420,"Barefoot Contessa, The (1954)"
15375,1954,4420,"Barefoot Contessa, The (1954)"
15376,Cries,4422,Cries and Whispers (Viskningar och rop) (1972)
15377,and,4422,Cries and Whispers (Viskningar och rop) (1972)
15378,Whispers,4422,Cries and Whispers (Viskningar och rop) (1972)
15379,Viskningar,4422,Cries and Whispers (Viskningar och rop) (1972)
15380,och,4422,Cries and Whispers (Viskningar och rop) (1972)
15381,rop,4422,Cries and Whispers (Viskningar och rop) (1972)
15382,1972,4422,Cries and Whispers (Viskningar och rop) (1972)
15383,Viskningar och rop,4422,Cries and Whispers (Viskningar och rop) (1972)
15384,Garden,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
15385,of,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
15386,the,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
15387,Finzi,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
15388,Continis,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
15389,The,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
15390,Giardino,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
15391,dei,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
15392,Finzi,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
15393,Contini,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
15394,Il,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
15395,1970,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
15396,of the Finzi,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
15397,Giardino dei Finzi-Contini,4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)"
15398,Kiss,4426,Kiss Me Deadly (1955)
15399,Me,4426,Kiss Me Deadly (1955)
15400,Deadly,4426,Kiss Me Deadly (1955)
15401,1955,4426,Kiss Me Deadly (1955)
15402,Lion,4427,"Lion in Winter, The (1968)"
15403,in,4427,"Lion in Winter, The (1968)"
15404,Winter,4427,"Lion in Winter, The (1968)"
15405,The,4427,"Lion in Winter, The (1968)"
15406,1968,4427,"Lion in Winter, The (1968)"
15407,Misfits,4428,"Misfits, The (1961)"
15408,The,4428,"Misfits, The (1961)"
15409,1961,4428,"Misfits, The (1961)"
15410,Moby,4429,Moby Dick (1956)
15411,Dick,4429,Moby Dick (1956)
15412,1956,4429,Moby Dick (1956)
15413,Sweet,4432,Sweet Smell of Success (1957)
15414,Smell,4432,Sweet Smell of Success (1957)
15415,of,4432,Sweet Smell of Success (1957)
15416,Success,4432,Sweet Smell of Success (1957)
15417,1957,4432,Sweet Smell of Success (1957)
15418,Sweet Smell of Success,4432,Sweet Smell of Success (1957)
15419,Written,4433,Written on the Wind (1956)
15420,on,4433,Written on the Wind (1956)
15421,the,4433,Written on the Wind (1956)
15422,Wind,4433,Written on the Wind (1956)
15423,1956,4433,Written on the Wind (1956)
15424,10th,4434,"10th Victim, The (La decima vittima) (1965)"
15425,Victim,4434,"10th Victim, The (La decima vittima) (1965)"
15426,The,4434,"10th Victim, The (La decima vittima) (1965)"
15427,La,4434,"10th Victim, The (La decima vittima) (1965)"
15428,decima,4434,"10th Victim, The (La decima vittima) (1965)"
15429,vittima,4434,"10th Victim, The (La decima vittima) (1965)"
15430,1965,4434,"10th Victim, The (La decima vittima) (1965)"
15431,10th Victim,4434,"10th Victim, The (La decima vittima) (1965)"
15432,La decima vittima,4434,"10th Victim, The (La decima vittima) (1965)"
15433,Obsession,4436,Obsession (1976)
15434,1976,4436,Obsession (1976)
15435,Suspiria,4437,Suspiria (1977)
15436,1977,4437,Suspiria (1977)
15437,Fist,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
15438,of,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
15439,Fury,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
15440,Chinese,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
15441,Connection,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
15442,The,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
15443,Jing,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
15444,wu,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
15445,men,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
15446,1972,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
15447,Fist of Fury,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
15448,Chinese Connection,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
15449,Jing wu men,4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
15450,Christiane,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15451,F,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15452,a,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15453,k,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15454,a,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15455,We,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15456,Children,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15457,from,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15458,Bahnhof,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15459,Zoo,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15460,Christiane,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15461,F,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15462,Wir,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15463,Kinder,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15464,vom,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15465,Bahnhof,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15466,Zoo,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15467,1981,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15468,Christiane F.,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15469,Bahnhof Zoo,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15470,Wir Kinder vom Bahnhof Zoo,4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
15471,Big,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
15472,Boss,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
15473,The,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
15474,Fists,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
15475,of,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
15476,Fury,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
15477,Tang,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
15478,shan,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
15479,da,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
15480,xiong,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
15481,1971,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
15482,Big Boss,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
15483,Fists of Fury,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
15484,Tang shan da xiong,4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)"
15485,Game,4441,Game of Death (1978)
15486,of,4441,Game of Death (1978)
15487,Death,4441,Game of Death (1978)
15488,1978,4441,Game of Death (1978)
15489,Game of Death,4441,Game of Death (1978)
15490,Last,4442,"Last Dragon, The (1985)"
15491,Dragon,4442,"Last Dragon, The (1985)"
15492,The,4442,"Last Dragon, The (1985)"
15493,1985,4442,"Last Dragon, The (1985)"
15494,Last Dragon,4442,"Last Dragon, The (1985)"
15495,Outland,4443,Outland (1981)
15496,1981,4443,Outland (1981)
15497,Way,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15498,of,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15499,the,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15500,Dragon,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15501,The,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15502,a,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15503,k,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15504,a,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15505,Return,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15506,of,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15507,the,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15508,Dragon,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15509,Meng,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15510,long,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15511,guo,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15512,jiang,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15513,1972,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15514,Way of the Dragon,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15515,Return of the Dragon,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15516,guo jiang,4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
15517,T,4445,T-Rex: Back to the Cretaceous (1998)
15518,Rex,4445,T-Rex: Back to the Cretaceous (1998)
15519,Back,4445,T-Rex: Back to the Cretaceous (1998)
15520,to,4445,T-Rex: Back to the Cretaceous (1998)
15521,the,4445,T-Rex: Back to the Cretaceous (1998)
15522,Cretaceous,4445,T-Rex: Back to the Cretaceous (1998)
15523,1998,4445,T-Rex: Back to the Cretaceous (1998)
15524,T-Rex,4445,T-Rex: Back to the Cretaceous (1998)
15525,Final,4446,Final Fantasy: The Spirits Within (2001)
15526,Fantasy,4446,Final Fantasy: The Spirits Within (2001)
15527,The,4446,Final Fantasy: The Spirits Within (2001)
15528,Spirits,4446,Final Fantasy: The Spirits Within (2001)
15529,Within,4446,Final Fantasy: The Spirits Within (2001)
15530,2001,4446,Final Fantasy: The Spirits Within (2001)
15531,Final Fantasy,4446,Final Fantasy: The Spirits Within (2001)
15532,Legally,4447,Legally Blonde (2001)
15533,Blonde,4447,Legally Blonde (2001)
15534,2001,4447,Legally Blonde (2001)
15535,Score,4448,"Score, The (2001)"
15536,The,4448,"Score, The (2001)"
15537,2001,4448,"Score, The (2001)"
15538,Adanggaman,4449,Adanggaman (2000)
15539,2000,4449,Adanggaman (2000)
15540,Bully,4450,Bully (2001)
15541,2001,4450,Bully (2001)
15542,Jump,4451,Jump Tomorrow (2001)
15543,Tomorrow,4451,Jump Tomorrow (2001)
15544,2001,4451,Jump Tomorrow (2001)
15545,Jump Tomorrow,4451,Jump Tomorrow (2001)
15546,Made,4452,Made (2001)
15547,2001,4452,Made (2001)
15548,Michael,4453,Michael Jordan to the Max (2000)
15549,Jordan,4453,Michael Jordan to the Max (2000)
15550,to,4453,Michael Jordan to the Max (2000)
15551,the,4453,Michael Jordan to the Max (2000)
15552,Max,4453,Michael Jordan to the Max (2000)
15553,2000,4453,Michael Jordan to the Max (2000)
15554,Michael Jordan,4453,Michael Jordan to the Max (2000)
15555,More,4454,More (1998)
15556,1998,4454,More (1998)
15557,Africa,4458,Africa: The Serengeti (1994)
15558,The,4458,Africa: The Serengeti (1994)
15559,Serengeti,4458,Africa: The Serengeti (1994)
15560,1994,4458,Africa: The Serengeti (1994)
15561,Alaska,4459,Alaska: Spirit of the Wild (1997)
15562,Spirit,4459,Alaska: Spirit of the Wild (1997)
15563,of,4459,Alaska: Spirit of the Wild (1997)
15564,the,4459,Alaska: Spirit of the Wild (1997)
15565,Wild,4459,Alaska: Spirit of the Wild (1997)
15566,1997,4459,Alaska: Spirit of the Wild (1997)
15567,Spirit of the Wild,4459,Alaska: Spirit of the Wild (1997)
15568,18,4462,18 Again! (1988)
15569,Again,4462,18 Again! (1988)
15570,1988,4462,18 Again! (1988)
15571,1969,4463,1969 (1988)
15572,1988,4463,1969 (1988)
15573,Accidental,4464,"Accidental Tourist, The (1988)"
15574,Tourist,4464,"Accidental Tourist, The (1988)"
15575,The,4464,"Accidental Tourist, The (1988)"
15576,1988,4464,"Accidental Tourist, The (1988)"
15577,Accidental Tourist,4464,"Accidental Tourist, The (1988)"
15578,Accused,4465,"Accused, The (1988)"
15579,The,4465,"Accused, The (1988)"
15580,1988,4465,"Accused, The (1988)"
15581,Above,4466,Above the Law (1988)
15582,the,4466,Above the Law (1988)
15583,Law,4466,Above the Law (1988)
15584,1988,4466,Above the Law (1988)
15585,Adventures,4467,"Adventures of Baron Munchausen, The (1988)"
15586,of,4467,"Adventures of Baron Munchausen, The (1988)"
15587,Baron,4467,"Adventures of Baron Munchausen, The (1988)"
15588,Munchausen,4467,"Adventures of Baron Munchausen, The (1988)"
15589,The,4467,"Adventures of Baron Munchausen, The (1988)"
15590,1988,4467,"Adventures of Baron Munchausen, The (1988)"
15591,Adventures of Baron Munchausen,4467,"Adventures of Baron Munchausen, The (1988)"
15592,Ariel,4470,Ariel (1988)
15593,1988,4470,Ariel (1988)
15594,Arthur,4471,Arthur 2: On the Rocks (1988)
15595,2,4471,Arthur 2: On the Rocks (1988)
15596,On,4471,Arthur 2: On the Rocks (1988)
15597,the,4471,Arthur 2: On the Rocks (1988)
15598,Rocks,4471,Arthur 2: On the Rocks (1988)
15599,1988,4471,Arthur 2: On the Rocks (1988)
15600,Bat,4473,Bat*21 (1988)
15601,21,4473,Bat*21 (1988)
15602,1988,4473,Bat*21 (1988)
15603,Beaches,4474,Beaches (1988)
15604,1988,4474,Beaches (1988)
15605,Beast,4475,"Beast of War, The (Beast, The) (1988)"
15606,of,4475,"Beast of War, The (Beast, The) (1988)"
15607,War,4475,"Beast of War, The (Beast, The) (1988)"
15608,The,4475,"Beast of War, The (Beast, The) (1988)"
15609,Beast,4475,"Beast of War, The (Beast, The) (1988)"
15610,The,4475,"Beast of War, The (Beast, The) (1988)"
15611,1988,4475,"Beast of War, The (Beast, The) (1988)"
15612,Beast of War,4475,"Beast of War, The (Beast, The) (1988)"
15613,Big,4476,Big Business (1988)
15614,Business,4476,Big Business (1988)
15615,1988,4476,Big Business (1988)
15616,Big Business,4476,Big Business (1988)
15617,Big,4477,Big Top Pee-Wee (1988)
15618,Top,4477,Big Top Pee-Wee (1988)
15619,Pee,4477,Big Top Pee-Wee (1988)
15620,Wee,4477,Big Top Pee-Wee (1988)
15621,1988,4477,Big Top Pee-Wee (1988)
15622,Big Top Pee-Wee,4477,Big Top Pee-Wee (1988)
15623,Biloxi,4478,Biloxi Blues (1988)
15624,Blues,4478,Biloxi Blues (1988)
15625,1988,4478,Biloxi Blues (1988)
15626,Blob,4480,"Blob, The (1988)"
15627,The,4480,"Blob, The (1988)"
15628,1988,4480,"Blob, The (1988)"
15629,Bright,4482,"Bright Lights, Big City (1988)"
15630,Lights,4482,"Bright Lights, Big City (1988)"
15631,Big,4482,"Bright Lights, Big City (1988)"
15632,City,4482,"Bright Lights, Big City (1988)"
15633,1988,4482,"Bright Lights, Big City (1988)"
15634,Bright Lights,4482,"Bright Lights, Big City (1988)"
15635,Big City,4482,"Bright Lights, Big City (1988)"
15636,Caddyshack,4483,Caddyshack II (1988)
15637,II,4483,Caddyshack II (1988)
15638,1988,4483,Caddyshack II (1988)
15639,Camille,4484,Camille Claudel (1988)
15640,Claudel,4484,Camille Claudel (1988)
15641,1988,4484,Camille Claudel (1988)
15642,Cocktail,4487,Cocktail (1988)
15643,1988,4487,Cocktail (1988)
15644,Colors,4488,Colors (1988)
15645,1988,4488,Colors (1988)
15646,Coming,4489,Coming to America (1988)
15647,to,4489,Coming to America (1988)
15648,America,4489,Coming to America (1988)
15649,1988,4489,Coming to America (1988)
15650,Couch,4490,"Couch Trip, The (1988)"
15651,Trip,4490,"Couch Trip, The (1988)"
15652,The,4490,"Couch Trip, The (1988)"
15653,1988,4490,"Couch Trip, The (1988)"
15654,Couch Trip,4490,"Couch Trip, The (1988)"
15655,Critters,4492,Critters (1986)
15656,1986,4492,Critters (1986)
15657,Crossing,4495,Crossing Delancey (1988)
15658,Delancey,4495,Crossing Delancey (1988)
15659,1988,4495,Crossing Delancey (1988)
15660,D,4496,D.O.A. (1988)
15661,O,4496,D.O.A. (1988)
15662,A,4496,D.O.A. (1988)
15663,1988,4496,D.O.A. (1988)
15664,Dead,4497,Dead Heat (1988)
15665,Heat,4497,Dead Heat (1988)
15666,1988,4497,Dead Heat (1988)
15667,Dead Heat,4497,Dead Heat (1988)
15668,Dead,4498,"Dead Pool, The (1988)"
15669,Pool,4498,"Dead Pool, The (1988)"
15670,The,4498,"Dead Pool, The (1988)"
15671,1988,4498,"Dead Pool, The (1988)"
15672,Dead Pool,4498,"Dead Pool, The (1988)"
15673,Dirty,4499,Dirty Rotten Scoundrels (1988)
15674,Rotten,4499,Dirty Rotten Scoundrels (1988)
15675,Scoundrels,4499,Dirty Rotten Scoundrels (1988)
15676,1988,4499,Dirty Rotten Scoundrels (1988)
15677,Dirty Rotten Scoundrels,4499,Dirty Rotten Scoundrels (1988)
15678,Drowning,4500,Drowning by Numbers (1988)
15679,by,4500,Drowning by Numbers (1988)
15680,Numbers,4500,Drowning by Numbers (1988)
15681,1988,4500,Drowning by Numbers (1988)
15682,Ernest,4502,Ernest Saves Christmas (1988)
15683,Saves,4502,Ernest Saves Christmas (1988)
15684,Christmas,4502,Ernest Saves Christmas (1988)
15685,1988,4502,Ernest Saves Christmas (1988)
15686,Ernest Saves Christmas,4502,Ernest Saves Christmas (1988)
15687,Feds,4504,Feds (1988)
15688,1988,4504,Feds (1988)
15689,For,4505,For Keeps (1988)
15690,Keeps,4505,For Keeps (1988)
15691,1988,4505,For Keeps (1988)
15692,Frantic,4506,Frantic (1988)
15693,1988,4506,Frantic (1988)
15694,Gorillas,4508,Gorillas in the Mist (1988)
15695,in,4508,Gorillas in the Mist (1988)
15696,the,4508,Gorillas in the Mist (1988)
15697,Mist,4508,Gorillas in the Mist (1988)
15698,1988,4508,Gorillas in the Mist (1988)
15699,Great,4509,"Great Outdoors, The (1988)"
15700,Outdoors,4509,"Great Outdoors, The (1988)"
15701,The,4509,"Great Outdoors, The (1988)"
15702,1988,4509,"Great Outdoors, The (1988)"
15703,High,4511,High Spirits (1988)
15704,Spirits,4511,High Spirits (1988)
15705,1988,4511,High Spirits (1988)
15706,High Spirits,4511,High Spirits (1988)
15707,Johnny,4516,Johnny Be Good (1988)
15708,Be,4516,Johnny Be Good (1988)
15709,Good,4516,Johnny Be Good (1988)
15710,1988,4516,Johnny Be Good (1988)
15711,Lady,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
15712,in,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
15713,White,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
15714,a,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
15715,k,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
15716,a,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
15717,The,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
15718,Mystery,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
15719,of,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
15720,the,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
15721,Lady,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
15722,in,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
15723,White,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
15724,1988,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
15725,Mystery of the Lady,4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
15726,The,4518,The Lair of the White Worm (1988)
15727,Lair,4518,The Lair of the White Worm (1988)
15728,of,4518,The Lair of the White Worm (1988)
15729,the,4518,The Lair of the White Worm (1988)
15730,White,4518,The Lair of the White Worm (1988)
15731,Worm,4518,The Lair of the White Worm (1988)
15732,1988,4518,The Lair of the White Worm (1988)
15733,Lair of the White Worm,4518,The Lair of the White Worm (1988)
15734,Land,4519,"Land Before Time, The (1988)"
15735,Before,4519,"Land Before Time, The (1988)"
15736,Time,4519,"Land Before Time, The (1988)"
15737,The,4519,"Land Before Time, The (1988)"
15738,1988,4519,"Land Before Time, The (1988)"
15739,License,4520,License to Drive (1988)
15740,to,4520,License to Drive (1988)
15741,Drive,4520,License to Drive (1988)
15742,1988,4520,License to Drive (1988)
15743,Little,4521,Little Nikita (1988)
15744,Nikita,4521,Little Nikita (1988)
15745,1988,4521,Little Nikita (1988)
15746,Little Nikita,4521,Little Nikita (1988)
15747,Masquerade,4522,Masquerade (1988)
15748,1988,4522,Masquerade (1988)
15749,Milagro,4523,Milagro Beanfield War (1988)
15750,Beanfield,4523,Milagro Beanfield War (1988)
15751,War,4523,Milagro Beanfield War (1988)
15752,1988,4523,Milagro Beanfield War (1988)
15753,Milagro Beanfield War,4523,Milagro Beanfield War (1988)
15754,Moon,4524,Moon Over Parador (1988)
15755,Over,4524,Moon Over Parador (1988)
15756,Parador,4524,Moon Over Parador (1988)
