,keyword,movieID,title
7432,corruption,7485,Shooter
7433,sniper,7485,Shooter
7434,senator,7485,Shooter
7435,conspiracy of murder,7485,Shooter
7436,childlessness,7485,Shooter
7437,rifle,7485,Shooter
7438,sniper rifle,7485,Shooter
7439,fbi agent,7485,Shooter
7440,based on novel,170687,The Boxtrolls
7441,stop motion,170687,The Boxtrolls
7442,father daughter relationship,170687,The Boxtrolls
7443,unlikely friendship,170687,The Boxtrolls
7444,duringcreditsstinger,170687,The Boxtrolls
7445,witch,6435,Practical Magic
7446,magic,6435,Practical Magic
7447,sorcery,6435,Practical Magic
7448,love,6435,Practical Magic
7449,curse,6435,Practical Magic
7450,family curse,6435,Practical Magic
7451,father son relationship,137106,The Lego Movie
7452,creativity,137106,The Lego Movie
7453,friendship,137106,The Lego Movie
7454,part live action,137106,The Lego Movie
7455,toys,137106,The Lego Movie
7456,based on toy,137106,The Lego Movie
7457,falling in love,137106,The Lego Movie
7458,super powers,137106,The Lego Movie
7459,duringcreditsstinger,137106,The Lego Movie
7460,different worlds,137106,The Lego Movie
7461,lego,137106,The Lego Movie
7462,batman,137106,The Lego Movie
7463,ransom,10040,Miss Congeniality 2: Armed and Fabulous
7464,press conference,10040,Miss Congeniality 2: Armed and Fabulous
7465,ship,10040,Miss Congeniality 2: Armed and Fabulous
7466,miss america,10040,Miss Congeniality 2: Armed and Fabulous
7467,fbi agent,10040,Miss Congeniality 2: Armed and Fabulous
7468,dragon,6278,Reign of Fire
7469,evolution,6278,Reign of Fire
7470,fire chief,6278,Reign of Fire
7471,animated map,6278,Reign of Fire
7472,theatre audience,6278,Reign of Fire
7473,dragonslayer,6278,Reign of Fire
7474,tunnel construction,6278,Reign of Fire
7475,fire repellent,6278,Reign of Fire
7476,drilling,6278,Reign of Fire
7477,iodine,6278,Reign of Fire
7478,los angeles,82682,Gangster Squad
7479,gangster,82682,Gangster Squad
7480,temple,17610,Year One
7481,slavery,17610,Year One
7482,stone age,17610,Year One
7483,circumcision,17610,Year One
7484,hebrews,17610,Year One
7485,cavemen,17610,Year One
7486,prehistoric adventure,17610,Year One
7487,duringcreditsstinger,17610,Year One
7488,prehistoric times,17610,Year One
7489,prehistoric man,17610,Year One
7490,stadium,22954,Invictus
7491,south africa,22954,Invictus
7492,apartheid,22954,Invictus
7493,nelson mandela,22954,Invictus
7494,sport,22954,Invictus
7495,nation,22954,Invictus
7496,rugby,22954,Invictus
7497,president,22954,Invictus
7498,racism,22954,Invictus
7499,poverty,22954,Invictus
7500,celebration,22954,Invictus
7501,duringcreditsstinger,22954,Invictus
7502,corruption,16995,State of Play
7503,assassination,16995,State of Play
7504,detective,16995,State of Play
7505,journalist,16995,State of Play
7506,assassin,16995,State of Play
7507,newspaper,16995,State of Play
7508,congress,16995,State of Play
7509,editor-in-chief,16995,State of Play
7510,conspiracy of murder,16995,State of Play
7511,politics,16995,State of Play
7512,election campaign,16995,State of Play
7513,government,16995,State of Play
7514,murder,16995,State of Play
7515,thriller,16995,State of Play
7516,blog,16995,State of Play
7517,reporter,16995,State of Play
7518,spy,16558,Duplicity
7519,alien,9849,My Favorite Martian
7520,martian,9849,My Favorite Martian
7521,based on tv series,9849,My Favorite Martian
7522,fish out of water,9849,My Favorite Martian
7523,usa president,5820,The Sentinel
7524,agent,5820,The Sentinel
7525,flying saucer,16866,Planet 51
7526,alien life-form,16866,Planet 51
7527,spaceship,16866,Planet 51
7528,alien,16866,Planet 51
7529,alien planet,16866,Planet 51
7530,planet,16866,Planet 51
7531,duringcreditsstinger,16866,Planet 51
7532,clone,201,Star Trek: Nemesis
7533,assassination,201,Star Trek: Nemesis
7534,ambush,201,Star Trek: Nemesis
7535,federation,201,Star Trek: Nemesis
7536,starfleet,201,Star Trek: Nemesis
7537,enterprise-e,201,Star Trek: Nemesis
7538,romulus,201,Star Trek: Nemesis
7539,android,201,Star Trek: Nemesis
7540,senate,201,Star Trek: Nemesis
7541,self sacrifice,201,Star Trek: Nemesis
7542,telepathy,201,Star Trek: Nemesis
7543,weapon,201,Star Trek: Nemesis
7544,romulans,201,Star Trek: Nemesis
7545,space opera,201,Star Trek: Nemesis
7546,california,11775,Intolerable Cruelty
7547,assassin,11775,Intolerable Cruelty
7548,infidelity,11775,Intolerable Cruelty
7549,fetish,11775,Intolerable Cruelty
7550,hitman,11775,Intolerable Cruelty
7551,tycoon,11775,Intolerable Cruelty
7552,court,11775,Intolerable Cruelty
7553,satire,11775,Intolerable Cruelty
7554,lawyer,11775,Intolerable Cruelty
7555,inheritance,11775,Intolerable Cruelty
7556,divorce,11775,Intolerable Cruelty
7557,women,87825,Trouble with the Curve
7558,baseball,87825,Trouble with the Curve
7559,pitcher,87825,Trouble with the Curve
7560,home run,87825,Trouble with the Curve
7561,aging,87825,Trouble with the Curve
7562,sport,87825,Trouble with the Curve
7563,talent-scout,87825,Trouble with the Curve
7564,cigar smoking,87825,Trouble with the Curve
7565,poor eyesight,87825,Trouble with the Curve
7566,boston red sox,87825,Trouble with the Curve
7567,draft,87825,Trouble with the Curve
7568,motel room,87825,Trouble with the Curve
7569,baseball scout,87825,Trouble with the Curve
7570,failing eyesight,87825,Trouble with the Curve
7571,blurry vision,87825,Trouble with the Curve
7572,blurred sight,87825,Trouble with the Curve
7573,murder,12201,Edge of Darkness
7574,violence,12201,Edge of Darkness
7575,death of daughter,12201,Edge of Darkness
7576,homicide detective,12201,Edge of Darkness
7577,chicago,11015,The Relic
7578,based on novel,11015,The Relic
7579,monster,11015,The Relic
7580,museum,11015,The Relic
7581,pile of dead bodies,11015,The Relic
7582,god,11015,The Relic
7583,dead body,11015,The Relic
7584,anthropologist,11015,The Relic
7585,indian tribe,11015,The Relic
7586,amazon jungle,11015,The Relic
7587,prison,9932,Analyze That
7588,gold,9932,Analyze That
7589,therapist,9932,Analyze That
7590,gangster,9932,Analyze That
7591,revenge,13389,Righteous Kill
7592,murder,13389,Righteous Kill
7593,plot twist,13389,Righteous Kill
7594,dirty cop,13389,Righteous Kill
7595,assassin,8838,Mercury Rising
7596,loss of family,8838,Mercury Rising
7597,autism,8838,Mercury Rising
7598,fbi,8838,Mercury Rising
7599,bangkok,8838,Mercury Rising
7600,national security agency (nsa),8838,Mercury Rising
7601,boy,8838,Mercury Rising
7602,child in peril,8838,Mercury Rising
7603,fbi agent,8838,Mercury Rising
7604,autistic savant,8838,Mercury Rising
7605,newspaper,17332,The Soloist
7606,cello,17332,The Soloist
7607,musical,17332,The Soloist
7608,violin,17332,The Soloist
7609,los angeles,17332,The Soloist
7610,competition,4958,The Legend of Bagger Vance
7611,world war i,4958,The Legend of Bagger Vance
7612,great depression,4958,The Legend of Bagger Vance
7613,caddy,4958,The Legend of Bagger Vance
7614,savannah,4958,The Legend of Bagger Vance
7615,hotel room,786,Almost Famous
7616,san diego,786,Almost Famous
7617,drug addiction,786,Almost Famous
7618,stewardess,786,Almost Famous
7619,overdose,786,Almost Famous
7620,groupie,786,Almost Famous
7621,music journalist,786,Almost Famous
7622,black sabbath,786,Almost Famous
7623,rock,786,Almost Famous
7624,concert,786,Almost Famous
7625,swimming pool,786,Almost Famous
7626,based on true story,786,Almost Famous
7627,promiscuity,786,Almost Famous
7628,coming of age,786,Almost Famous
7629,on the road,786,Almost Famous
7630,domineering mother,786,Almost Famous
7631,reconciliation,786,Almost Famous
7632,semi autobiographical,786,Almost Famous
7633,innocence lost,786,Almost Famous
7634,bus trip,786,Almost Famous
7635,aspiring writer,786,Almost Famous
7636,london england,9513,Garfield: A Tail of Two Kitties
7637,cat,9513,Garfield: A Tail of Two Kitties
7638,mistake in person,9513,Garfield: A Tail of Two Kitties
7639,luxury,9513,Garfield: A Tail of Two Kitties
7640,wretch,9513,Garfield: A Tail of Two Kitties
7641,nobility,9513,Garfield: A Tail of Two Kitties
7642,garfield,9513,Garfield: A Tail of Two Kitties
7643,washington d.c.,11679,xXx: State of the Union
7644,helicopter,11679,xXx: State of the Union
7645,usa president,11679,xXx: State of the Union
7646,general,11679,xXx: State of the Union
7647,coup d'etat,11679,xXx: State of the Union
7648,military prison,11679,xXx: State of the Union
7649,coup,11679,xXx: State of the Union
7650,agent,11679,xXx: State of the Union
7651,insurgent,11679,xXx: State of the Union
7652,secretary of defense,11679,xXx: State of the Union
7653,potus,11679,xXx: State of the Union
7654,vampire,38321,Priest
7655,crucifixion,38321,Priest
7656,post-apocalyptic,38321,Priest
7657,dystopia,38321,Priest
7658,vampire hunter,38321,Priest
7659,disobey,38321,Priest
7660,niece,38321,Priest
7661,dark hero,38321,Priest
7662,prince,14411,Sinbad: Legend of the Seven Seas
7663,water monster,14411,Sinbad: Legend of the Seven Seas
7664,space marine,8413,Event Horizon
7665,nudity,8413,Event Horizon
7666,nightmare,8413,Event Horizon
7667,hallucination,8413,Event Horizon
7668,cryogenics,8413,Event Horizon
7669,space travel,8413,Event Horizon
7670,black hole,8413,Event Horizon
7671,insanity,8413,Event Horizon
7672,delusion,8413,Event Horizon
7673,crew,8413,Event Horizon
7674,alternate dimension,8413,Event Horizon
7675,evil spirit,8413,Event Horizon
7676,hellgate,8413,Event Horizon
7677,religion,8413,Event Horizon
7678,explosion,8413,Event Horizon
7679,violence,8413,Event Horizon
7680,burning man,8413,Event Horizon
7681,rescue team,8413,Event Horizon
7682,flashback,8413,Event Horizon
7683,supernatural power,8413,Event Horizon
7684,trapped in space,8413,Event Horizon
7685,distress signal,8413,Event Horizon
7686,derelict ship,8413,Event Horizon
7687,pregnancy and birth,10052,Dragonfly
7688,voice,10052,Dragonfly
7689,dragonfly,10052,Dragonfly
7690,car crash,10052,Dragonfly
7691,jungle,10052,Dragonfly
7692,hospital,10052,Dragonfly
7693,doctor,10052,Dragonfly
7694,humanitarian,10052,Dragonfly
7695,spiritism,10052,Dragonfly
7696,pornography,9676,The Black Dahlia
7697,observer,9676,The Black Dahlia
7698,los angeles,9676,The Black Dahlia
7699,murder hunt,9676,The Black Dahlia
7700,world war i,9664,Flyboys
7701,biplane,9664,Flyboys
7702,prison,2100,The Last Castle
7703,general,2100,The Last Castle
7704,black people,10384,Supernova
7705,starships,10384,Supernova
7706,future,10384,Supernova
7707,star,10384,Supernova
7708,supernova,10384,Supernova
7709,blast,10384,Supernova
7710,based on novel,137321,Winter's Tale
7711,angel,123553,The Mortal Instruments: City of Bones
7712,vampire,123553,The Mortal Instruments: City of Bones
7713,werewolf,123553,The Mortal Instruments: City of Bones
7714,warlock,123553,The Mortal Instruments: City of Bones
7715,downworlder,123553,The Mortal Instruments: City of Bones
7716,shadowhunter,123553,The Mortal Instruments: City of Bones
7717,demon hunter,123553,The Mortal Instruments: City of Bones
7718,based on young adult novel,123553,The Mortal Instruments: City of Bones
7719,new york,11260,Meet Dave
7720,captain,11260,Meet Dave
7721,starships,11260,Meet Dave
7722,new love,11260,Meet Dave
7723,earth,11260,Meet Dave
7724,friendship,11260,Meet Dave
7725,crew,11260,Meet Dave
7726,car crash,11260,Meet Dave
7727,space,11260,Meet Dave
7728,alien,11260,Meet Dave
7729,survival,11260,Meet Dave
7730,planet,11260,Meet Dave
7731,duringcreditsstinger,11260,Meet Dave
7732,based on novel,9009,Dark Water
7733,water,9009,Dark Water
7734,remake,9009,Dark Water
7735,teacher,9009,Dark Water
7736,divorce,9009,Dark Water
7737,apartment,9009,Dark Water
7738,ghost,9009,Dark Water
7739,"manhattan, new york city",9009,Dark Water
7740,tv show,11374,Edtv
7741,tv station,11374,Edtv
7742,simulated reality ,11374,Edtv
7743,reality tv,11374,Edtv
7744,tv star,11374,Edtv
7745,tv ratings,11374,Edtv
7746,book,2309,Inkheart
7747,fairy tale,2309,Inkheart
7748,eavesdropping,2309,Inkheart
7749,adventure,2309,Inkheart
7750,writer's block,2309,Inkheart
7751,secret identity,8285,The Spirit
7752,robber,8285,The Spirit
7753,mask,8285,The Spirit
7754,frog,8285,The Spirit
7755,based on comic strip,8285,The Spirit
7756,back from the dead,8285,The Spirit
7757,based on novel,210860,Mortdecai
7758,painting,210860,Mortdecai
7759,debt,210860,Mortdecai
7760,art dealer,210860,Mortdecai
7761,stolen painting,210860,Mortdecai
7762,fictional place,2312,In the Name of the King: A Dungeon Siege Tale
7763,monster,2312,In the Name of the King: A Dungeon Siege Tale
7764,loss of family,2312,In the Name of the King: A Dungeon Siege Tale
7765,new love,2312,In the Name of the King: A Dungeon Siege Tale
7766,hero,2312,In the Name of the King: A Dungeon Siege Tale
7767,love of one's life,2312,In the Name of the King: A Dungeon Siege Tale
7768,magic,2312,In the Name of the King: A Dungeon Siege Tale
7769,fairy tale,2312,In the Name of the King: A Dungeon Siege Tale
7770,villain,2312,In the Name of the King: A Dungeon Siege Tale
7771,kingdom,2312,In the Name of the King: A Dungeon Siege Tale
7772,enchantment,2312,In the Name of the King: A Dungeon Siege Tale
7773,bad power,2312,In the Name of the King: A Dungeon Siege Tale
7774,son,2312,In the Name of the King: A Dungeon Siege Tale
7775,heir to the throne,2312,In the Name of the King: A Dungeon Siege Tale
7776,motherly love,2312,In the Name of the King: A Dungeon Siege Tale
7777,wizardry,2312,In the Name of the King: A Dungeon Siege Tale
7778,revenge,2312,In the Name of the King: A Dungeon Siege Tale
7779,royalty,2312,In the Name of the King: A Dungeon Siege Tale
7780,family,2312,In the Name of the King: A Dungeon Siege Tale
7781,based on video game,2312,In the Name of the King: A Dungeon Siege Tale
7782,medieval,2312,In the Name of the King: A Dungeon Siege Tale
7783,london england,9839,Beyond Borders
7784,cia,9839,Beyond Borders
7785,landmine,9839,Beyond Borders
7786,love of one's life,9839,Beyond Borders
7787,cambodia,9839,Beyond Borders
7788,ethiopia,9839,Beyond Borders
7789,chechnya,9839,Beyond Borders
7790,foreign aid,9839,Beyond Borders
7791,monkey king,381902,The Monkey King 2
7792,based on novel,13922,The Great Raid
7793,world war ii,13922,The Great Raid
7794,prisoners of war,13922,The Great Raid
7795,narration,13922,The Great Raid
7796,archive footage,13922,The Great Raid
7797,rescue mission,13922,The Great Raid
7798,soldier,13922,The Great Raid
7799,1940s,13922,The Great Raid
7800,inspired by true events,13922,The Great Raid
7801,fictionalized history,13922,The Great Raid
7802,anti hero,293660,Deadpool
7803,mercenary,293660,Deadpool
7804,marvel comic,293660,Deadpool
7805,superhero,293660,Deadpool
7806,based on comic book,293660,Deadpool
7807,breaking the fourth wall,293660,Deadpool
7808,aftercreditsstinger,293660,Deadpool
7809,duringcreditsstinger,293660,Deadpool
7810,self healing,293660,Deadpool
7811,salesclerk,9713,Holy Man
7812,television,9713,Holy Man
7813,tv ratings,9713,Holy Man
7814,guru,9713,Holy Man
7815,television producer,9713,Holy Man
7816,sniper,190859,American Sniper
7817,biography,190859,American Sniper
7818,iraq,190859,American Sniper
7819,navy seal,190859,American Sniper
7820,u.s. soldier,190859,American Sniper
7821,based on novel,257445,Goosebumps
7822,magic,257445,Goosebumps
7823,fantasy,257445,Goosebumps
7824,werewolf,257445,Goosebumps
7825,family,257445,Goosebumps
7826,ventriloquist dummy,257445,Goosebumps
7827,book comes to life,257445,Goosebumps
7828,3d,257445,Goosebumps
7829,coma,9007,Just Like Heaven
7830,based on novel,9007,Just Like Heaven
7831,workaholic,9007,Just Like Heaven
7832,flirt,9007,Just Like Heaven
7833,architect,9007,Just Like Heaven
7834,romantic comedy,9007,Just Like Heaven
7835,ghost,9007,Just Like Heaven
7836,landscape architect,9007,Just Like Heaven
7837,waitress,889,The Flintstones in Viva Rock Vegas
7838,marriage proposal,889,The Flintstones in Viva Rock Vegas
7839,flirt,889,The Flintstones in Viva Rock Vegas
7840,stone age,889,The Flintstones in Viva Rock Vegas
7841,best friend,889,The Flintstones in Viva Rock Vegas
7842,dinosaur,889,The Flintstones in Viva Rock Vegas
7843,competition,1370,Rambo III
7844,submachine gun,1370,Rambo III
7845,soviet union,1370,Rambo III
7846,liberation,1370,Rambo III
7847,russian,1370,Rambo III
7848,soviet troops,1370,Rambo III
7849,thailand,1370,Rambo III
7850,freedom fighter,1370,Rambo III
7851,afghanistan,1370,Rambo III
7852,war on freedom,1370,Rambo III
7853,machinegun,1370,Rambo III
7854,mujahid,1370,Rambo III
7855,reality show,1370,Rambo III
7856,western,1370,Rambo III
7857,japanese food,1370,Rambo III
7858,soap opera,1370,Rambo III
7859,american football,4942,Leatherheads
7860,sports team,4942,Leatherheads
7861,stadium,4942,Leatherheads
7862,hero,4942,Leatherheads
7863,success,4942,Leatherheads
7864,sponsorship,4942,Leatherheads
7865,police,4942,Leatherheads
7866,games,4942,Leatherheads
7867,coach,4942,Leatherheads
7868,woman reporter,4942,Leatherheads
7869,the big game,4942,Leatherheads
7870,wild west,347969,The Ridiculous 6
7871,witness protection,24438,Did You Hear About the Morgans?
7872,comedy,24438,Did You Hear About the Morgans?
7873,duringcreditsstinger,24438,Did You Hear About the Morgans?
7874,job interview,116741,The Internship
7875,loss of job,116741,The Internship
7876,intern,116741,The Internship
7877,reference to google,116741,The Internship
7878,new job,116741,The Internship
7879,laid off,116741,The Internship
7880,transamerica pyramid,116741,The Internship
7881,post-apocalyptic,35791,Resident Evil: Afterlife
7882,dystopia,35791,Resident Evil: Afterlife
7883,undead,35791,Resident Evil: Afterlife
7884,biohazard,35791,Resident Evil: Afterlife
7885,evil corporation,35791,Resident Evil: Afterlife
7886,resident evil,35791,Resident Evil: Afterlife
7887,zombie,35791,Resident Evil: Afterlife
7888,based on video game,35791,Resident Evil: Afterlife
7889,duringcreditsstinger,35791,Resident Evil: Afterlife
7890,3d,35791,Resident Evil: Afterlife
7891,world war ii,72431,Red Tails
7892,fighter pilot,72431,Red Tails
7893,fighter plane,72431,Red Tails
7894,child abuse,1813,The Devil's Advocate
7895,southern usa,1813,The Devil's Advocate
7896,obsession,1813,The Devil's Advocate
7897,subway,1813,The Devil's Advocate
7898,nudity,1813,The Devil's Advocate
7899,bible,1813,The Devil's Advocate
7900,seduction,1813,The Devil's Advocate
7901,hallucination,1813,The Devil's Advocate
7902,ambition,1813,The Devil's Advocate
7903,devil's son,1813,The Devil's Advocate
7904,marriage crisis,1813,The Devil's Advocate
7905,pact with the devil,1813,The Devil's Advocate
7906,crooked lawyer,1813,The Devil's Advocate
7907,evil spirit,1813,The Devil's Advocate
7908,satan,1813,The Devil's Advocate
7909,religion,1813,The Devil's Advocate
7910,lust,1813,The Devil's Advocate
7911,courtroom,1813,The Devil's Advocate
7912,temptation,1813,The Devil's Advocate
7913,law firm,1813,The Devil's Advocate
7914,"manhattan, new york city",1813,The Devil's Advocate
7915,seven deadly sins,1813,The Devil's Advocate
7916,ethics,1813,The Devil's Advocate
7917,gainesville florida,1813,The Devil's Advocate
7918,deadbeat dad,87428,That's My Boy
7919,cheating fiancée,87428,That's My Boy
7920,teacher student sex,87428,That's My Boy
7921,brother sister incest,87428,That's My Boy
7922,magic,8840,DragonHeart
7923,kingdom,8840,DragonHeart
7924,despot,8840,DragonHeart
7925,immortality,8840,DragonHeart
7926,village,8840,DragonHeart
7927,forest,8840,DragonHeart
7928,army,8840,DragonHeart
7929,horror,8840,DragonHeart
7930,partner,8840,DragonHeart
7931,revenge,8840,DragonHeart
7932,knight,8840,DragonHeart
7933,battle,8840,DragonHeart
7934,medieval,8840,DragonHeart
7935,dragonheart,8840,DragonHeart
7936,bahamas,10589,After the Sunset
7937,master thief,10589,After the Sunset
7938,crook couple,10589,After the Sunset
7939,monk,71676,Ghost Rider: Spirit of Vengeance
7940,eastern europe,71676,Ghost Rider: Spirit of Vengeance
7941,skeleton,71676,Ghost Rider: Spirit of Vengeance
7942,biker,71676,Ghost Rider: Spirit of Vengeance
7943,marvel comic,71676,Ghost Rider: Spirit of Vengeance
7944,superhero,71676,Ghost Rider: Spirit of Vengeance
7945,motorcycle,71676,Ghost Rider: Spirit of Vengeance
7946,devil,71676,Ghost Rider: Spirit of Vengeance
7947,dark hero,71676,Ghost Rider: Spirit of Vengeance
7948,ghost rider,71676,Ghost Rider: Spirit of Vengeance
7949,officer,1722,Captain Corelli's Mandolin
7950,greek island,1722,Captain Corelli's Mandolin
7951,mandolin,1722,Captain Corelli's Mandolin
7952,italian soldier,1722,Captain Corelli's Mandolin
7953,resistance fighter,1722,Captain Corelli's Mandolin
7954,greek history,1722,Captain Corelli's Mandolin
7955,italian army,1722,Captain Corelli's Mandolin
7956,allied forces,1722,Captain Corelli's Mandolin
7957,bodybuilder,10022,The Pacifier
7958,children,10022,The Pacifier
7959,body guard,10022,The Pacifier
7960,scientist,10022,The Pacifier
7961,family,10022,The Pacifier
7962,u.s. soldier,10022,The Pacifier
7963,death of husband,10022,The Pacifier
7964,male nanny,10022,The Pacifier
7965,casino,11358,Walking Tall
7966,sheriff,11358,Walking Tall
7967,home,11358,Walking Tall
7968,violence,11358,Walking Tall
7969,special forces,11358,Walking Tall
7970,ex soldier,11358,Walking Tall
7971,vietnam veteran,13,Forrest Gump
7972,hippie,13,Forrest Gump
7973,mentally disabled,13,Forrest Gump
7974,running,13,Forrest Gump
7975,based on novel,13,Forrest Gump
7976,vietnam,13,Forrest Gump
7977,vietnam war,13,Forrest Gump
7978,friendship,13,Forrest Gump
7979,love,13,Forrest Gump
7980,family relationships,13,Forrest Gump
7981,bully,13,Forrest Gump
7982,mother son relationship,13,Forrest Gump
7983,military,13,Forrest Gump
7984,hugging,13,Forrest Gump
7985,shrimping,13,Forrest Gump
7986,wounded soldier,13,Forrest Gump
7987,flashback,13,Forrest Gump
7988,park bench,13,Forrest Gump
7989,amputee,13,Forrest Gump
7990,pop,6477,Alvin and the Chipmunks
7991,pop star,6477,Alvin and the Chipmunks
7992,record producer,6477,Alvin and the Chipmunks
7993,surprise,6477,Alvin and the Chipmunks
7994,approach,6477,Alvin and the Chipmunks
7995,forest,6477,Alvin and the Chipmunks
7996,music,6477,Alvin and the Chipmunks
7997,concert,6477,Alvin and the Chipmunks
7998,friendship,6477,Alvin and the Chipmunks
7999,performance,6477,Alvin and the Chipmunks
8000,chipmunk,6477,Alvin and the Chipmunks
8001,talking animal,6477,Alvin and the Chipmunks
8002,songwriter,6477,Alvin and the Chipmunks
8003,talking to animals,6477,Alvin and the Chipmunks
8004,duringcreditsstinger,6477,Alvin and the Chipmunks
8005,cia,1597,Meet the Parents
8006,airport,1597,Meet the Parents
8007,cat,1597,Meet the Parents
8008,jew,1597,Meet the Parents
8009,orderly,1597,Meet the Parents
8010,airplane,1597,Meet the Parents
8011,father-in-law,1597,Meet the Parents
8012,epistaxis,1597,Meet the Parents
8013,daughter,1597,Meet the Parents
8014,lost baggage,1597,Meet the Parents
8015,urn,1597,Meet the Parents
8016,pavilion,1597,Meet the Parents
8017,volleyball,1597,Meet the Parents
8018,hospital,1597,Meet the Parents
8019,wedding,1597,Meet the Parents
8020,culture clash,10530,Pocahontas
8021,settler,10530,Pocahontas
8022,forbidden love,10530,Pocahontas
8023,colony,10530,Pocahontas
8024,musical,10530,Pocahontas
8025,gold rush,10530,Pocahontas
8026,princess,10530,Pocahontas
8027,romance,10530,Pocahontas
8028,native american,10530,Pocahontas
8029,animation,10530,Pocahontas
8030,virginia,10530,Pocahontas
8031,star crossed lovers,10530,Pocahontas
8032,reference to pizarro,10530,Pocahontas
8033,jamestown virginia,10530,Pocahontas
8034,pug dog,10530,Pocahontas
8035,cross cultural relationship,10530,Pocahontas
8036,musket,10530,Pocahontas
8037,animate tree,10530,Pocahontas
8038,indian chief,10530,Pocahontas
8039,based on folk tale,10530,Pocahontas
8040,17th century,10530,Pocahontas
8041,shamanism,10530,Pocahontas
8042,songs,10530,Pocahontas
8043,indians vs. settlers,10530,Pocahontas
8044,animal sidekick,10530,Pocahontas
8045,powhatan,10530,Pocahontas
8046,land claim,10530,Pocahontas
8047,saving the world,1924,Superman
8048,journalist,1924,Superman
8049,dc comics,1924,Superman
8050,crime fighter,1924,Superman
8051,nuclear missile,1924,Superman
8052,galaxy,1924,Superman
8053,superhero,1924,Superman
8054,based on comic book,1924,Superman
8055,criminal,1924,Superman
8056,sabotage,1924,Superman
8057,north pole,1924,Superman
8058,midwest,1924,Superman
8059,kryptonite,1924,Superman
8060,super powers,1924,Superman
8061,superhuman strength,1924,Superman
8062,aftercreditsstinger,1924,Superman
8063,save the day,1924,Superman
8064,overweight,9327,The Nutty Professor
8065,overweight man,9327,The Nutty Professor
8066,duringcreditsstinger,9327,The Nutty Professor
8067,speed date,8488,Hitch
8068,romantic comedy,8488,Hitch
8069,dating,8488,Hitch
8070,africa,10603,George of the Jungle
8071,san francisco,10603,George of the Jungle
8072,gorilla,10603,George of the Jungle
8073,lion,10603,George of the Jungle
8074,feral child,10603,George of the Jungle
8075,jungle,10603,George of the Jungle
8076,handcuffs,8273,American Wedding
8077,sister sister relationship,8273,American Wedding
8078,spanner,8273,American Wedding
8079,blow job,8273,American Wedding
8080,stag night,8273,American Wedding
8081,wedding,8273,American Wedding
8082,ship,109424,Captain Phillips
8083,hijacking,109424,Captain Phillips
8084,somalia,109424,Captain Phillips
8085,fisherman,109424,Captain Phillips
8086,blood,109424,Captain Phillips
8087,poverty,109424,Captain Phillips
8088,pirate,109424,Captain Phillips
8089,terrorism,109424,Captain Phillips
8090,commando,109424,Captain Phillips
8091,hijack,109424,Captain Phillips
8092,cargo ship,109424,Captain Phillips
8093,ship captain,109424,Captain Phillips
8094,ship hijacking,109424,Captain Phillips
8095,somali,109424,Captain Phillips
8096,commando unit,109424,Captain Phillips
8097,date,35056,Date Night
8098,corruption,35056,Date Night
8099,taxi,35056,Date Night
8100,expensive restaurant,35056,Date Night
8101,wife husband relationship,35056,Date Night
8102,gun,35056,Date Night
8103,boat,35056,Date Night
8104,taxi driver,35056,Date Night
8105,document,35056,Date Night
8106,restaurant,35056,Date Night
8107,roof,35056,Date Night
8108,married couple,35056,Date Night
8109,politician,35056,Date Night
8110,stripper,35056,Date Night
8111,shooting,35056,Date Night
8112,thief,35056,Date Night
8113,car crash,35056,Date Night
8114,stealing,35056,Date Night
8115,mistaken identity,35056,Date Night
8116,police corruption,35056,Date Night
8117,aftercreditsstinger,35056,Date Night
8118,duringcreditsstinger,35056,Date Night
8119,halloween,8839,Casper
8120,friendship,8839,Casper
8121,supernatural,8839,Casper
8122,afterlife,8839,Casper
8123,friends,8839,Casper
8124,danger,8839,Casper
8125,ghost,8839,Casper
8126,disorder,8839,Casper
8127,young heroes,8839,Casper
8128,imaginary,8839,Casper
8129,supernatural ability,8839,Casper
8130,mischievous children,8839,Casper
8131,corruption,156022,The Equalizer
8132,assassin,156022,The Equalizer
8133,hostage,156022,The Equalizer
8134,fbi,156022,The Equalizer
8135,hitman,156022,The Equalizer
8136,russian,156022,The Equalizer
8137,security camera,156022,The Equalizer
8138,sadism,156022,The Equalizer
8139,vigilante,156022,The Equalizer
8140,sociopath,156022,The Equalizer
8141,revenge,156022,The Equalizer
8142,suspense,156022,The Equalizer
8143,organized crime,156022,The Equalizer
8144,gore,156022,The Equalizer
8145,gangster,156022,The Equalizer
8146,violence,156022,The Equalizer
8147,teenage prostitute,156022,The Equalizer
8148,commando,156022,The Equalizer
8149,interrogation,156022,The Equalizer
8150,surveillance,156022,The Equalizer
8151,ex soldier,156022,The Equalizer
8152,faked death,156022,The Equalizer
8153,loner,156022,The Equalizer
8154,call girl,156022,The Equalizer
8155,black ops,156022,The Equalizer
8156,hand to hand combat,156022,The Equalizer
8157,mysterious past,156022,The Equalizer
8158,hotel,7303,Maid in Manhattan
8159,politician,7303,Maid in Manhattan
8160,mistaken identity,7303,Maid in Manhattan
8161,maid,7303,Maid in Manhattan
8162,class differences,7303,Maid in Manhattan
8163,single mother,7303,Maid in Manhattan
8164,public relations,7303,Maid in Manhattan
8165,maid uniform,7303,Maid in Manhattan
8166,hotel clerk,7303,Maid in Manhattan
8167,wealth differences,7303,Maid in Manhattan
