budget,id,original_language,original_title,popularity,release_date,revenue,runtime,tagline,title,vote_average,vote_count
70000000,49017,en,Dracula Untold,64.457947,10/1/14,215529201,92,Every bloodline has a beginning,Dracula Untold,6.2,2389
70000000,9882,en,The Siege,20.089933,11/6/98,116672912,116,On November 6th our freedom is history,The Siege,6,352
70000000,2270,en,Stardust,48.032734,8/9/07,135560026,127,This Summer A Star Falls. The Chase Begins.,Stardust,7.1,1184
70000000,978,en,Seven Years in Tibet,16.92991,9/12/97,131457682,136,At the end of the world his real journey began.,Seven Years in Tibet,7,630
70000000,44564,en,The Dilemma,14.780634,1/13/11,67112664,111,Two best friends. Nothing could come between them... or could it?,The Dilemma,5.2,304
70000000,3132,en,Bad Company,14.086292,6/7/02,65977295,116,Two Mismatched Partners. One Messed Up Case!,Bad Company,5.4,228
60000000,8814,en,Doom,29.261348,10/20/05,55987321,105,No one gets out alive.,Doom,5,609
70000000,8427,en,I Spy,13.267631,10/31/02,33561137,97,Attitude meets espionage.,I Spy,5.2,269
70000000,52520,en,Underworld: Awakening,58.401204,1/19/12,160112671,88,Vengeance Returns,Underworld: Awakening,6.1,1862
75000000,80585,en,Rock of Ages,23.515938,6/13/12,59418613,123,Nothin' but a good time,Rock of Ages,6,385
70000000,10592,en,Hart's War,14.244518,2/15/02,32287044,125,"Beyond Courage, Beyond Honor.",Hart's War,5.9,241
66000000,49021,en,Killer Elite,29.501489,9/23/11,57777106,116,May the best man live.,Killer Elite,6.1,695
0,11535,en,Rollerball,9.306253,2/8/02,0,98,Go Ballistic,Rollerball,3.4,106
70000000,10550,en,Ballistic: Ecks vs. Sever,8.37378,9/20/02,19924033,91,,Ballistic: Ecks vs. Sever,4.3,97
70000000,11258,en,Hard Rain,10.930537,1/16/98,19870567,97,"In the worst storm in living memory, one guard stands between five men and three million dollars.",Hard Rain,5.5,179
75000000,12610,en,Osmosis Jones,10.54544,8/7/01,13596911,95,Every BODY needs a hero,Osmosis Jones,5.9,228
70000000,59981,en,Legends of Oz: Dorothy's Return,6.682006,6/13/13,18662027,88,There's trouble in OZ...,Legends of Oz: Dorothy's Return,5.9,43
70000000,201088,en,Blackhat,46.832372,1/13/15,17752940,133,We are no longer in control.,Blackhat,5.1,826
70000000,5137,en,Sky Captain and the World of Tomorrow,24.664776,9/17/04,57958696,107,Who will save us?,Sky Captain and the World of Tomorrow,5.7,439
70000000,3093,en,Basic Instinct 2,13.483387,3/29/06,38629478,114,Everything interesting begins in the mind,Basic Instinct 2,4.6,180
50000000,107846,en,Escape Plan,44.478043,10/9/13,122915111,115,No one breaks out alone.,Escape Plan,6.7,1659
70000000,188207,en,The Legend of Hercules,25.020428,1/10/14,61279452,99,Every Man Has a Destiny,The Legend of Hercules,4.4,533
68000000,4614,en,The Sum of All Fears,22.392544,5/31/02,193000000,124,"27,000 nuclear weapons. One is missing.",The Sum of All Fears,5.9,437
68000000,24021,en,The Twilight Saga: Eclipse,107.069763,6/23/10,698491347,124,It all begins ... With a choice.,The Twilight Saga: Eclipse,5.8,2301
68000000,11371,en,The Score,22.572323,7/13/01,71069884,124,There are no partners in crime,The Score,6.7,423
69000000,20352,en,Despicable Me,113.858273,7/8/10,543513985,95,Superbad. Superdad.,Despicable Me,7.1,6478
60000000,11517,en,Money Train,10.004564,11/21/95,35431113,103,"Get on, or GET OUT THE WAY!",Money Train,5.4,222
68000000,214756,en,Ted 2,68.734513,6/25/15,217022588,115,"Ted is Coming, Again.",Ted 2,6.2,2463
70000000,26428,en,Agora,18.888806,5/17/09,39041505,127,"Alexandria, Egypt. 391 A.D. The World Changed Forever.",Agora,6.9,395
68000000,9824,en,Mystery Men,12.948627,8/6/99,29762011,121,"We're not your classic heroes, we're the other guys.",Mystery Men,5.7,250
36000000,48988,en,Hall Pass,27.11589,2/25/11,83160734,105,"One Week, No Rules",Hall Pass,5.4,611
90000000,9008,en,The Insider,26.153669,10/28/99,60289912,157,Two men driven to tell the truth... whatever the cost.,The Insider,7.3,481
80000000,300673,en,The Finest Hours,28.223664,1/25/16,52099090,114,"32 survivors, room for 12.",The Finest Hours,6.3,588
70000000,12113,en,Body of Lies,37.507136,10/10/08,113280098,128,Trust no one. Deceive everyone.,Body of Lies,6.5,895
69000000,38778,en,Dinner for Schmucks,11.023691,7/30/10,86387857,114,Takes One To Know One.,Dinner for Schmucks,5.5,531
69000000,72331,en,Abraham Lincoln: Vampire Hunter,38.634767,6/20/12,112265139,94,Are you a patriot or a vampire?,Abraham Lincoln: Vampire Hunter,5.5,1269
66000000,1844,en,Entrapment,25.877794,4/29/99,212404396,112,The trap is set.,Entrapment,6,602
66000000,846,en,The X Files,18.59991,6/19/98,189198313,121,Fight the Future,The X Files,6.6,488
67000000,9703,en,The Last Legion,12.282911,4/19/07,25303038,102,The end of an empire...the beginning of a legend.,The Last Legion,5,207
70000000,857,en,Saving Private Ryan,76.041867,7/24/98,481840909,169,The mission is a man.,Saving Private Ryan,7.9,5048
66000000,136797,en,Need for Speed,54.81489,3/13/14,203277636,130,For honor. For love. For redemption.,Need for Speed,6.1,1520
70000000,3981,en,What Women Want,31.39165,12/15/00,374111707,127,He has the power to hear everything women are thinking. Finally... a man is listening.,What Women Want,6.1,992
59000000,425,en,Ice Age,99.561972,3/10/02,383257136,81,They came. They thawed. They conquered.,Ice Age,7.1,3857
68000000,6171,en,Dreamcatcher,26.792794,3/21/03,75715436,136,A circle of friendship. A web of mystery. A pattern of fear.,Dreamcatcher,5.3,567
65000000,72976,en,Lincoln,36.307296,11/9/12,275293450,149,"With the moral courage and fierce determination to succeed, his choices will change the fate of generations to come.",Lincoln,6.7,1429
63000000,603,en,The Matrix,104.309993,3/30/99,463517383,136,Welcome to the Real World.,The Matrix,7.9,8907
52000000,568,en,Apollo 13,68.140214,6/30/95,355237933,140,"Houston, we have a problem.",Apollo 13,7.3,1599
65000000,9021,en,The Santa Clause 2,14.646884,10/31/02,172855065,104,What's Christmas Fun without some Reindeer Games?,The Santa Clause 2,5.5,297
61000000,82695,en,Les Misérables,48.356214,12/18/12,441809770,157,Fight. Dream. Hope. Love.,Les Misérables,7.1,1884
65000000,9489,en,You've Got Mail,28.540267,12/17/98,250821495,119,Someone you pass on the street may already be the love of your life.,You've Got Mail,6.3,838
65000000,12133,en,Step Brothers,22.977983,7/25/08,128107642,98,They grow up so fast.,Step Brothers,6.5,1062
95000000,9342,en,The Mask of Zorro,31.086791,7/16/98,250288523,136,No one has seen his face... but everyone ... knows this mark.,The Mask of Zorro,6.3,1183
65000000,41733,en,Due Date,43.865294,11/4/10,211780824,95,Leave Your Comfort Zone,Due Date,6.2,1685
65000000,227306,en,Unbroken,43.055253,12/25/14,163442937,137,Survival. Resilience. Redemption.,Unbroken,7.3,1400
65000000,5551,en,Space Cowboys,15.772081,7/31/00,128884132,130,Space will never be the same.,Space Cowboys,6.3,403
70000000,9350,en,Cliffhanger,26.19909,5/28/93,255000211,112,The height of adventure.,Cliffhanger,6.1,588
50000000,9208,en,Broken Arrow,22.769108,2/9/96,150270147,108,Prepare to Go Ballistic.,Broken Arrow,5.7,453
65000000,4244,en,The Kid,18.281798,7/7/00,69700000,104,Nobody ever grows up quite like they imagined.,The Kid,6,238
63000000,1852,en,World Trade Center,24.697533,8/9/06,162945894,128,The world saw evil that day. Two men saw something else.,World Trade Center,5.9,447
65000000,11820,en,Mona Lisa Smile,19.718544,12/19/03,0,117,"In a world that told them how to think, she showed them how to live.",Mona Lisa Smile,6.5,393
65000000,76493,en,The Dictator,31.349143,5/15/12,179379533,83,kurd,The Dictator,5.9,1743
65000000,345,en,Eyes Wide Shut,27.870312,7/14/99,162091208,159,Cruise. Kidman. Kubrick.,Eyes Wide Shut,7.1,1234
65000000,196867,en,Annie,33.439187,12/19/14,133821816,119,It's a Hard Knock Life,Annie,6,466
50100000,256591,en,Focus,59.634029,2/25/15,153962963,105,Never Drop The Con.,Focus,6.7,2542
65000000,59962,en,This Means War,38.994297,2/14/12,156974557,103,It's SPY Against SPY,This Means War,5.9,1389
65000000,36648,en,Blade: Trinity,49.660055,12/8/04,128905366,123,The final hunt begins.,Blade: Trinity,5.7,1252
4200000,1880,en,Red Dawn,11.743085,8/10/84,38376497,114,,Red Dawn,6.4,215
65000000,9440,en,Primary Colors,9.110247,3/20/98,0,143,What went down on the way to the top.,Primary Colors,6.1,94
65000000,71679,en,Resident Evil: Retribution,6.227675,9/12/12,240159255,95,The Ultimate Battle Begins,Resident Evil: Retribution,5.6,1600
45000000,10483,en,Death Race,42.57877,8/22/08,73762516,105,Get ready for a killer race.,Death Race,6,1175
65000000,11412,en,The Long Kiss Goodnight,15.858629,10/11/96,89456761,120,What's forgotten is not always gone.,The Long Kiss Goodnight,6.5,314
65000000,11983,en,Proof of Life,14.866901,12/8/00,0,135,,Proof of Life,6,208
65000000,6795,en,Zathura: A Space Adventure,15.194239,11/6/05,64321501,101,Adventure Is Waiting,Zathura: A Space Adventure,6.1,779
63000000,550,en,Fight Club,146.757391,10/15/99,100853753,139,Mischief. Mayhem. Soap.,Fight Club,8.3,9413
65000000,11170,en,We Are Marshall,8.629665,12/12/06,43545364,124,From the ashes we rose.,We Are Marshall,6.7,186
65000000,9292,en,Hudson Hawk,16.803457,5/23/91,17218080,100,Danger is his middle name.,Hudson Hawk,5.4,269
65000000,10783,en,Lucky Numbers,2.952595,10/27/00,0,105,When they put their heads together... it's a no brainer.,Lucky Numbers,4.9,52
65000000,100241,en,"I, Frankenstein",31.324734,1/22/14,71154592,92,"In the battle between good and evil, an immortal holds the key","I, Frankenstein",5,687
50000000,257,en,Oliver Twist,20.415572,9/23/05,42093706,130,,Oliver Twist,6.7,274
43000000,9947,en,Elektra,28.613892,1/13/05,56681566,97,Looks can kill,Elektra,4.8,575
65000000,189,en,Sin City: A Dame to Kill For,85.428395,8/20/14,39407616,102,There is no justice without sin.,Sin City: A Dame to Kill For,6.3,1286
64000000,12618,en,Random Hearts,4.137237,10/8/99,74608570,133,In a perfect world...they never would have met.,Random Hearts,5.3,63
55000000,253412,en,Everest,60.246978,9/10/15,203427584,121,The Storm Awaits.,Everest,6.7,1772
50000000,1427,en,Perfume: The Story of a Murderer,42.551902,9/13/06,132180323,147,Based on the best-selling novel,Perfume: The Story of a Murderer,7.1,1165
63000000,818,en,Austin Powers in Goldmember,40.137264,7/26/02,296655431,94,He's still evil... He's still deadly... and he's still surrounded by frickin' idiots!,Austin Powers in Goldmember,5.9,979
65000000,16577,en,Astro Boy,24.857079,10/15/09,44091067,94,Have a blast.,Astro Boy,6.1,409
63000000,329,en,Jurassic Park,40.413191,6/11/93,920100000,127,An adventure 65 million years in the making.,Jurassic Park,7.6,4856
63000000,12160,en,Wyatt Earp,13.859307,6/24/94,25052000,191,The epic story of love and adventure in a lawless land.,Wyatt Earp,6.5,202
62000000,9331,en,Clear and Present Danger,18.832471,8/3/94,215887717,141,The war of drugs would lead him to the war of power.,Clear and Present Danger,6.4,386
65000000,300168,zh,天將雄師,9.568884,2/19/15,121545703,127,When the Eagle meets the Dragon,Dragon Blade,5.9,145
64000000,9072,en,Little Man,12.421504,8/31/06,101595121,98,Big things come in small packages,Little Man,5.3,261
62000000,3536,en,U-571,18.096884,4/20/00,127666415,116,Heroes are ordinary men who do extraordinary things in extraordinary times.,U-571,6.1,340
62000000,9087,en,The American President,11.056763,11/17/95,107879496,106,Why can't the most powerful man in the world have the one thing he wants most?,The American President,6.5,195
62000000,12177,en,The Love Guru,13.218008,6/20/08,41819064,87,His Karma is Huge,The Love Guru,4.3,242
62000000,12138,en,3000 Miles to Graceland,11.262655,2/23/01,18720175,125,Crime Is King.,3000 Miles to Graceland,5.8,178
44000000,273248,en,The Hateful Eight,68.717016,12/25/15,155760117,167,No one comes up here without a damn good reason.,The Hateful Eight,7.6,4274
53000000,9955,en,Blades of Glory,19.412028,3/30/07,0,93,Kick Some Ice.,Blades of Glory,5.9,569
63000000,50359,en,Hop,16.791058,3/30/11,183953723,95,"Candy, chicks and rock 'n' roll.",Hop,5.5,331
65000000,1271,en,300,65.197968,12/9/06,422610419,117,"Spartans, prepare for glory!",300,7,4997
80000000,693,en,Meet the Fockers,32.829538,12/22/04,516642939,115,Misery loves family.,Meet the Fockers,6.1,1373
60000000,14306,en,Marley & Me,30.951203,12/25/08,244082376,115,Heel the love.,Marley & Me,6.9,1343
60000000,497,en,The Green Mile,103.698022,12/10/99,284600000,189,Miracles do happen.,The Green Mile,8.2,4048
0,11199,en,Wild Hogs,31.719463,3/2/07,253625427,100,A lot can happen on the road to nowhere.,Wild Hogs,5.6,648
150000000,9982,en,Chicken Little,47.973995,11/4/05,314432665,81,"When it comes to saving the world, it helps to be a little chicken.",Chicken Little,5.6,944
61000000,210577,en,Gone Girl,143.041543,10/1/14,369330363,145,You don't know what you've got 'til it's...,Gone Girl,7.9,5862
60000000,2501,en,The Bourne Identity,86.476817,6/14/02,214034224,119,He was the perfect weapon until he became the target.,The Bourne Identity,7.3,3583
58000000,710,en,GoldenEye,59.824565,11/16/95,352194034,130,No limits. No fears. No substitutes.,GoldenEye,6.6,1174
60000000,2275,en,The General's Daughter,18.345613,6/18/99,149705852,116,Go behind the lies.,The General's Daughter,6.1,205
60000000,37165,en,The Truman Show,56.488027,6/4/98,264118201,103,On the air. Unaware.,The Truman Show,7.8,4537
70000000,9837,en,The Prince of Egypt,29.464852,12/15/98,218613188,99,The Power Is Real.,The Prince of Egypt,6.8,817
60000000,10708,en,Daddy Day Care,18.106021,5/3/03,164433867,92,Who's your daddy?,Daddy Day Care,5.6,506
61000000,136400,en,2 Guns,42.881415,8/2/13,131940411,109,"2 Guns, 1 Bank.",2 Guns,6.6,1589
60000000,10992,en,Cats & Dogs,18.735024,7/4/01,93375151,87,Things Are Gonna Get Hairy!,Cats & Dogs,5,352
60000000,9654,en,The Italian Job,62.766854,5/30/03,176070171,110,Get in. Get out. Get even.,The Italian Job,6.6,1919
60000000,2642,en,Two Weeks Notice,24.153567,12/19/02,93354918,101,Over. Done. Finished. A comedy about love at last glance.,Two Weeks Notice,5.9,487
60000000,8916,en,Antz,41.515702,10/2/98,171757863,83,Every ant has his day.,Antz,6,1272
70000000,19899,en,Couples Retreat,26.676487,9/19/09,171844840,113,It may be paradise... but it's no vacation.,Couples Retreat,5.3,588
60000000,2119,en,Days of Thunder,16.278022,6/27/90,157920733,107,You can't stop the thunder.,Days of Thunder,5.9,353
60000000,9641,en,Cheaper by the Dozen 2,18.831023,12/21/05,129181830,94,Same Big Family... Even Bigger Adventure.,Cheaper by the Dozen 2,5.7,526
61000000,294254,en,Maze Runner: The Scorch Trials,113.161483,9/9/15,311256926,132,The Maze Was Just the Beginning.,Maze Runner: The Scorch Trials,6.4,3040
60000000,38167,en,Eat Pray Love,28.800112,8/12/10,204594016,133,Let Yourself GO,Eat Pray Love,5.8,636
60000000,5994,en,The Family Man,19.705489,12/12/00,0,125,"What if you made different choices? What if you said yes, instead of no? What if you got a second chance?",The Family Man,6.5,521
58000000,39514,en,RED,41.430245,10/13/10,71664962,111,Still armed. Still dangerous. Still got it.,RED,6.6,2808
55000000,9563,en,Any Given Sunday,23.127561,12/16/99,100230832,163,Play or be Played.,Any Given Sunday,6.8,422
60000000,547,en,The Horse Whisperer,12.867352,5/14/98,186883563,170,,The Horse Whisperer,6.7,292
65000000,1538,en,Collateral,44.815022,8/4/04,217764291,120,It started like any other night.,Collateral,7,1451
60000000,9334,en,The Scorpion King,37.537093,4/16/02,165333180,92,Warrior. Legend. King.,The Scorpion King,5.3,779
60000000,11128,en,Ladder 49,10.99991,10/1/04,74541707,115,Their greatest challenge lies in rescuing one of their own,Ladder 49,6.2,207
60000000,75780,en,Jack Reacher,56.868399,12/20/12,218340595,130,The Law Has Limits. He Does Not.,Jack Reacher,6.3,2998
60000000,8914,en,Deep Blue Sea,22.991269,7/28/99,73648228,105,Bigger. Smarter. Faster. Meaner.,Deep Blue Sea,5.6,604
60000000,13576,en,Michael Jackson's This Is It,15.798622,10/28/09,0,111,Like You've Never Seen Him Before,This Is It,6.7,247
60000000,39538,en,Contagion,38.820858,9/8/11,137551594,106,Nothing spreads like fear,Contagion,6.2,1325
0,10628,en,Kangaroo Jack,10.292864,1/17/03,0,89,He stole the money... And he's not giving it back.,Kangaroo Jack,4.3,203
60000000,14836,en,Coraline,51.146047,2/5/09,124596398,100,Be careful what you wish for.,Coraline,7.3,1386
60000000,8645,en,The Happening,20.501582,6/11/08,163403799,91,We've Sensed It. We've Seen The Signs. Now... It's Happening.,The Happening,4.9,950
70000000,9509,en,Man on Fire,45.299089,4/23/04,130293714,146,"Creasy's art is death, and he is about to paint his masterpiece.",Man on Fire,7.3,1553
50000000,10067,en,The Shaggy Dog,4.280619,3/9/06,61112916,98,It's going to be a ruff day.,The Shaggy Dog,4.5,137
60000000,9384,en,Starsky & Hutch,28.848842,3/5/04,170268750,101,They're the man.,Starsky & Hutch,5.6,644
60000000,9279,en,Jingle All the Way,22.501041,11/15/96,129832389,89,"Two Dads, One Toy, No Prisoners.",Jingle All the Way,5.5,575
66000000,1487,en,Hellboy,47.479755,4/2/04,99318987,122,From the Dark Side to Our Side.,Hellboy,6.5,2225
70000000,9422,en,A Civil Action,10.147321,3/5/98,56702901,115,Justice has its price.,A Civil Action,6.1,109
60000000,77174,en,ParaNorman,39.539045,8/3/12,107139399,90,It's all fun and games until someone raises the dead.,ParaNorman,6.7,789
60000000,4824,en,The Jackal,19.747459,11/14/97,159330280,124,How do you stop an assassin who has no identity?,The Jackal,6.1,527
60000000,9620,en,Paycheck,29.018826,12/25/03,96269812,119,Remember the future.,Paycheck,5.9,581
60000000,9302,en,Up Close & Personal,4.801849,3/1/96,0,119,"Every Day we Have, is One More Than We Deserve.",Up Close & Personal,5.9,50
60000000,10199,en,The Tale of Despereaux,16.493576,12/19/08,50877145,93,Small Mouse. Big Dreams,The Tale of Despereaux,5.8,258
0,10771,en,The Tuxedo,21.549232,9/27/02,0,98,Suit up for action!,The Tuxedo,5.3,483
60000000,3512,en,Under Siege 2: Dark Territory,13.080725,7/13/95,104324083,100,Last time he rocked the boat. This time the sky's the limit.,Under Siege 2: Dark Territory,5.6,210
60000000,137094,en,Jack Ryan: Shadow Recruit,42.538258,1/15/14,50549107,105,Trust no one.,Jack Ryan: Shadow Recruit,5.9,1173
60000000,274479,en,Joy,29.876507,12/24/15,101134059,124,,Joy,6.4,1581
60000000,267860,en,London Has Fallen,61.849521,3/2/16,205754447,99,The world's leaders have assembled. So have their enemies.,London Has Fallen,5.8,1621
70000000,8078,en,Alien: Resurrection,37.44963,11/12/97,162000000,109,It's already too late.,Alien: Resurrection,5.9,1365
61000000,7485,en,Shooter,37.378081,3/22/07,95696996,124,Yesterday was about honor. Today is about justice.,Shooter,6.9,1462
60000000,170687,en,The Boxtrolls,30.656345,9/10/14,108255770,97,When troubles strikes friends stack together,The Boxtrolls,6.6,668
75000000,6435,en,Practical Magic,15.142701,10/16/98,46683377,104,"For two sisters from a family of witches, falling in love is the trickiest spell of all.",Practical Magic,6.3,338
60000000,137106,en,The Lego Movie,59.547928,2/6/14,469160692,100,The story of a nobody who saved everybody.,The Lego Movie,7.5,3070
0,10040,en,Miss Congeniality 2: Armed and Fabulous,19.998581,3/11/05,0,115,You might feel a little prick,Miss Congeniality 2: Armed and Fabulous,5.3,425
60000000,6278,en,Reign of Fire,27.615108,7/12/02,43061982,101,Fight Fire With Fire,Reign of Fire,6,669
60000000,82682,en,Gangster Squad,29.041198,1/10/13,105200903,113,No Names. No Badges. No Mercy.,Gangster Squad,6.2,1778
60000000,17610,en,Year One,25.293538,6/18/09,62357900,97,Meet your ancestors,Year One,4.6,524
60000000,22954,en,Invictus,23.85119,12/10/09,122233971,134,His people needed a leader. He gave them a champion.,Invictus,7,1125
60000000,16995,en,State of Play,21.685719,4/17/09,87784194,127,Find The Truth,State of Play,6.7,484
78146652,16558,en,Duplicity,13.630049,3/19/09,60000000,125,Outwit. Outspy. Outsmart. Outplay. Then get out.,Duplicity,5.7,201
65000000,9849,en,My Favorite Martian,6.80692,2/11/99,36850101,94,The martian has landed. There goes the neighborhood.,My Favorite Martian,5.1,80
60000000,5820,en,The Sentinel,15.352807,4/19/06,77920346,108,"In 141 years, there's never been a traitor in the Secret Service.... Until Now.",The Sentinel,5.8,225
70000000,16866,en,Planet 51,23.661071,11/19/09,104945765,91,Something strange is coming to their planet...Us!,Planet 51,5.6,556
60000000,201,en,Star Trek: Nemesis,21.605533,12/13/02,67312826,117,A generation's final journey... begins.,Star Trek: Nemesis,6.1,479
60000000,11775,en,Intolerable Cruelty,22.620125,9/2/03,119940815,100,They can't keep their hands off each others assets.,Intolerable Cruelty,5.8,391
0,87825,en,Trouble with the Curve,18.587114,9/21/12,0,111,Whatever Life Throws at You,Trouble with the Curve,6.6,366
80000000,12201,en,Edge of Darkness,24.657931,1/29/10,74901339,117,Some secrets take us to the edge.,Edge of Darkness,6.2,487
60000000,11015,en,The Relic,12.621769,1/10/97,33956608,110,The Next Evolution In Terror.,The Relic,5.8,130
60000000,9932,en,Analyze That,21.08952,12/6/02,55003135,96,Back in therapy,Analyze That,5.7,380
60000000,13389,en,Righteous Kill,18.380176,9/11/08,73174566,101,Most people respect the badge. Everybody respects the gun.,Righteous Kill,5.9,375
60000000,8838,en,Mercury Rising,18.877795,4/3/98,0,111,Someone knows too much.,Mercury Rising,6,368
60000000,17332,en,The Soloist,17.299333,4/24/09,31720158,109,Life has a mind of its own,The Soloist,6.6,234
80000000,4958,en,The Legend of Bagger Vance,16.848899,11/2/00,39459427,126,It Was Just A Moment Ago.,The Legend of Bagger Vance,6.3,251
60000000,786,en,Almost Famous,21.547446,9/15/00,47383689,122,Experience it. Enjoy it. Just don't fall for it.,Almost Famous,7.4,797
0,9513,en,Garfield: A Tail of Two Kitties,16.930969,6/15/06,141702264,78,The Ego has landed.,Garfield: A Tail of Two Kitties,5.1,464
60000000,11679,en,xXx: State of the Union,36.689223,4/27/05,71073932,101,Prepare for the next level,xXx: State of the Union,4.7,549
60000000,38321,en,Priest,28.350927,5/5/11,78309131,87,Vampire Killer,Priest,5.4,692
60000000,14411,en,Sinbad: Legend of the Seven Seas,18.815442,7/2/03,26288320,86,,Sinbad: Legend of the Seven Seas,6.6,372
60000000,8413,en,Event Horizon,29.787135,8/15/97,26673242,96,Infinite Space - Infinite Terror,Event Horizon,6.5,742
60000000,10052,en,Dragonfly,8.927137,2/22/02,52322400,104,When someone you love dies... are they gone forever?,Dragonfly,6.1,204
50000000,9676,en,The Black Dahlia,15.213484,9/15/06,49111202,121,Inspired by the most notorious unsolved murder in California history.,The Black Dahlia,5.7,287
60000000,9664,en,Flyboys,13.155999,9/22/06,17800000,140,Inspired by a true story,Flyboys,6.3,271
72000000,2100,en,The Last Castle,15.433244,10/19/01,27642707,131,A Castle Can Only Have One King,The Last Castle,7,285
90000000,10384,en,Supernova,5.762037,1/14/00,14828081,91,"In the farthest reaches of space, something has gone terribly wrong.",Supernova,4.9,109
60000000,137321,en,Winter's Tale,22.736038,2/13/14,30800231,118,This is not a true story. This is true love.,Winter's Tale,6,487
60000000,123553,en,The Mortal Instruments: City of Bones,45.514031,8/21/13,90565421,130,You have been chosen,The Mortal Instruments: City of Bones,6.2,1602
60000000,11260,en,Meet Dave,18.676291,7/8/08,50650079,90,There's a Whole Other World Going on Inside of Him.,Meet Dave,5,371
30000000,9009,en,Dark Water,14.376463,6/27/05,25473093,105,"This Season, The Mystery Of The Darkness Will Consume Your Life",Dark Water,5.3,274
80000000,11374,en,Edtv,14.298297,3/26/99,0,122,Fame. Be careful. It's out there.,Edtv,5.7,166
60000000,2309,en,Inkheart,27.018886,12/11/08,57490374,106,Every story ever written is just waiting to become real.,Inkheart,6,592
60000000,8285,en,The Spirit,14.84856,12/25/08,39031337,103,I'm gonna kill you all kinds of dead.,The Spirit,4.7,320
60000000,210860,en,Mortdecai,52.417529,1/21/15,30418560,106,Sophistication Has a Name.,Mortdecai,5.4,1055
60000000,2312,en,In the Name of the King: A Dungeon Siege Tale,15.406173,11/29/07,0,127,Rise and fight,In the Name of the King: A Dungeon Siege Tale,4.1,224
35000000,9839,en,Beyond Borders,6.523472,10/23/03,0,127,Where hope survives.,Beyond Borders,6.7,110
68490000,381902,zh,西游记之孙悟空三打白骨精,4.72629,1/22/16,193677158,120,,The Monkey King 2,6,24
80000000,13922,en,The Great Raid,8.923215,8/12/05,10166502,132,The most daring rescue mission of our time is a story that has never been told,The Great Raid,6.8,91
58000000,293660,en,Deadpool,514.569956,2/9/16,783112979,108,Witness the beginning of a happy ending,Deadpool,7.4,10995
60000000,9713,en,Holy Man,9.265672,10/8/98,0,114,The Comedy Where Nothing's Sacred!,Holy Man,4.9,111
58800000,190859,en,American Sniper,87.53437,12/11/14,542307423,133,The most lethal sniper in U.S. history.,American Sniper,7.4,4469
58000000,257445,en,Goosebumps,45.351617,8/5/15,158162788,103,The stories are alive.,Goosebumps,6.2,995
58000000,9007,en,Just Like Heaven,13.43573,9/16/05,102854431,95,It's a wonderful afterlife.,Just Like Heaven,6.5,579
83000000,889,en,The Flintstones in Viva Rock Vegas,6.248309,4/28/00,59468275,90,Get ready to rock!,The Flintstones in Viva Rock Vegas,4.4,134
63000000,1370,en,Rambo III,31.294717,5/24/88,189015611,102,The first was for himself. The second for his country. This time it's to save his friend.,Rambo III,5.7,690
58000000,4942,en,Leatherheads,7.739276,3/24/08,41299492,114,"If Love Is a Game, Who'll Make the First Pass?",Leatherheads,5.7,130
60000000,347969,en,The Ridiculous 6,19.694695,12/11/15,0,119,,The Ridiculous 6,4.9,388
58000000,24438,en,Did You Hear About the Morgans?,14.403696,12/17/09,85280250,103,We're not in Manhattan anymore.,Did You Hear About the Morgans?,5.1,276
58000000,116741,en,The Internship,1.551497,6/7/13,44000000,119,Hiring them was a brilliant mistake.,The Internship,6.1,1658
60000000,35791,en,Resident Evil: Afterlife,2.143764,9/9/10,300228084,97,She's back...And she's bringing a few of her friends.,Resident Evil: Afterlife,5.8,1363
58000000,72431,en,Red Tails,12.29603,1/19/12,50365377,125,High-Octane Action and Daring Dogfights!,Red Tails,5.9,178
57000000,1813,en,The Devil's Advocate,33.8473,10/17/97,152944660,144,Evil has its winning ways.,The Devil's Advocate,7.2,1374
70000000,87428,en,That's My Boy,21.723897,6/14/12,58058367,116,The story of a child… and his son.,That's My Boy,5.5,453
57000000,8840,en,DragonHeart,31.791979,5/31/96,115267375,103,You will believe.,DragonHeart,6.4,535
60000000,10589,en,After the Sunset,14.113066,11/12/04,61347797,97,Who will walk away?,After the Sunset,6,226
57000000,71676,en,Ghost Rider: Spirit of Vengeance,48.622278,12/10/11,149217355,95,He Rides Again.,Ghost Rider: Spirit of Vengeance,4.7,1135
57000000,1722,en,Captain Corelli's Mandolin,9.061866,8/17/01,62112895,131,,Captain Corelli's Mandolin,5.5,145
56000000,10022,en,The Pacifier,35.4763,3/4/05,113006880,95,Welcome to the infantry.,The Pacifier,5.8,842
56000000,11358,en,Walking Tall,23.438398,4/2/04,57223890,86,One man will stand up for what's right.,Walking Tall,6,381
55000000,13,en,Forrest Gump,138.133331,7/6/94,677945399,142,"The world will never be the same, once you've seen it through the eyes of Forrest Gump.",Forrest Gump,8.2,7927
60000000,6477,en,Alvin and the Chipmunks,47.336034,12/13/07,361366633,92,Get your squeak on!,Alvin and the Chipmunks,5.5,1177
55000000,1597,en,Meet the Parents,29.97224,10/6/00,330444045,108,First comes love. Then comes the interrogation.,Meet the Parents,6.6,1698
55000000,10530,en,Pocahontas,47.845589,6/14/95,346079773,81,An American legend comes to life.,Pocahontas,6.7,1457
55000000,1924,en,Superman,48.507081,12/13/78,300218018,143,You'll Believe a Man Can Fly!,Superman,6.9,1022
