imdbId,movieId,tmdbId
tt0101669,3044,11498
tt0105130,3045,11790
tt0113416,3046,29371
tt0083254,3048,47941
tt0149691,3051,21349
tt0120655,3052,1832
tt0151137,3053,10047
tt0190641,3054,10228
tt0165773,3055,47692
tt0160620,3056,18561
tt0118150,3057,144953
tt0101605,3060,11663
tt0034862,3061,13485
tt0056197,3062,9289
tt0105156,3063,9264
tt0119908,3064,18222
tt0066473,3066,11165
tt0095675,3067,4203
tt0084855,3068,24226
tt0086856,3070,11379
tt0094027,3071,29154
tt0093565,3072,2039
tt0059674,3073,77915
tt0068762,3074,11943
tt0059646,3075,11481
tt0057187,3076,2690
tt0164312,3077,20565
tt0165859,3078,27141
tt0178737,3079,10399
tt0162661,3081,2668
tt0143145,3082,36643
tt0185125,3083,99
tt0024852,3086,25898
tt0096061,3087,9647
tt0042546,3088,11787
tt0040522,3089,5156
tt0093509,3090,24276
tt0080979,3091,11953
tt0067411,3093,29005
tt0093512,3094,26371
tt0032551,3095,596
tt0050738,3096,52470
tt0033045,3097,20334
tt0087781,3098,11393
tt0073692,3099,31121
tt0105265,3100,293
tt0093010,3101,10998
tt0089360,3102,12235
tt0100680,3103,36094
tt0095631,3104,9013
tt0099077,3105,11005
tt0099291,3106,59820
tt0101393,3107,2924
tt0101889,3108,177
tt0088007,3109,38557
tt0087921,3111,13681
tt0090556,3112,34760
tt0146675,3113,9946
tt0120363,3114,863
tt0155711,3115,31582
tt0134154,3117,22267
tt0104114,3120,10411
tt0172396,3125,20024
tt0144715,3127,13787
tt0158371,3129,9684
tt0099165,3130,9586
tt0010040,3132,70801
tt0028950,3134,777
tt0079239,3135,21887
tt0096171,3138,32331
tt0100828,3141,32669
tt0096328,3142,18161
tt0063056,3143,31681
tt0150216,3145,32274
tt0205000,3146,10402
tt0120689,3147,497
tt0124315,3148,1715
tt0141974,3150,42739
tt0067328,3152,25188
tt0051337,3153,15515
tt0166485,3155,1439
tt0182789,3156,2277
tt0164912,3157,10137
tt0162866,3158,10387
tt0120910,3159,49948
tt0175880,3160,334
tt0119079,3161,30237
tt0174204,3162,50116
tt0151568,3163,46435
tt0106455,3165,22213
tt0066892,3167,36492
tt0064276,3168,624
tt0087231,3169,26578
tt0053226,3171,43103
tt0146838,3173,9563
tt0125664,3174,1850
tt0177789,3175,926
tt0134119,3176,1213
tt0195945,3177,10471
tt0174856,3178,10400
tt0145653,3179,10397
tt0120866,3181,12524
tt0192335,3182,28216
tt0174268,3183,36773
tt0120834,3185,10219
tt0172493,3186,3558
tt0156812,3189,17908
tt0134983,3190,10384
tt0169302,3192,48233
tt0070903,3194,10236
tt0046359,3196,632
tt0095897,3197,11851
tt0070511,3198,5924
tt0070290,3200,14886
tt0065724,3201,26617
tt0097162,3203,10493
tt0077269,3204,16241
tt0086859,3206,22160
tt0107659,3208,9644
tt0083929,3210,13342
tt0094924,3211,35119
tt0106364,3213,14919
tt0088707,3214,14040
tt0029606,3217,22692
tt0100318,3219,2990
tt0083851,3221,10831
tt0090366,3223,33078
tt0058625,3224,16672
tt0186975,3225,10472
tt0071935,3230,21489
tt0081748,3235,13005
tt0120662,3238,18681
tt0156639,3240,20468
tt0201840,3241,14521
tt0104187,3243,10406
tt0076095,3244,14741
tt0104797,3246,1883
tt0105417,3247,2005
tt0108147,3248,6279
tt0104389,3249,11087
tt0106246,3250,7305
tt0088683,3251,24735
tt0105323,3252,9475
tt0105793,3253,8872
tt0108525,3254,8873
tt0104694,3255,11287
tt0105112,3256,9869
tt0103855,3257,619
tt0104070,3258,9374
tt0104231,3259,11259
tt0104454,3260,8293
tt0105415,3261,11068
tt0105665,3262,1923
tt0105812,3263,10158
tt0103893,3264,10206
tt0104684,3265,11782
tt0103905,3266,10086
tt0104815,3267,9367
tt0105477,3268,9876
tt0104291,3269,10326
tt0104040,3270,16562
tt0105046,3271,9609
tt0103759,3272,12143
tt0134084,3273,4234
tt0105414,3274,9605
tt0144117,3275,8374
tt0171356,3276,29076
tt0069754,3280,28156
tt0144801,3281,113096
tt0067433,3283,24349
tt0067848,3284,27841
tt0163978,3285,1907
tt0184907,3286,15489
tt0220099,3287,15655
tt0209189,3289,36210
tt0074455,3294,30062
tt0107920,3295,62463
tt0062376,3296,25934
tt0181984,3298,14181
tt0162983,3299,10385
tt0134847,3300,2787
tt0190138,3301,2069
tt0159272,3302,61416
tt0221023,3303,79515
tt0018773,3306,28978
tt0021749,3307,901
tt0087265,3308,25010
tt0012349,3310,10098
tt0084395,3313,33374
tt0043618,3315,127602
tt0184858,3316,2155
tt0185014,3317,11004
tt0194368,3323,20682
tt0186045,3324,25166
tt0156841,3325,1831
tt0181151,3326,10416
tt0218043,3327,14271
tt0165798,3328,4816
tt0094347,3329,19958
tt0055471,3330,28569
tt0085980,3331,2193
tt0040506,3334,11016
tt0097372,3338,20423
tt0042276,3341,24481
tt0086969,3342,11296
tt0056875,3344,28172
tt0062793,3345,57855
tt0086005,3347,14280
tt0055353,3350,29478
tt0218112,3353,73642
tt0183523,3354,2067
tt0142688,3355,622
tt0181530,3357,28463
tt0101698,3358,12186
tt0078902,3359,20283
tt0091217,3360,5693
tt0094812,3361,287
tt0072890,3362,968
tt0069704,3363,838
tt0042208,3364,16958
tt0049730,3365,3114
tt0051411,3368,12501
tt0094731,3370,31618
tt0064110,3372,15873
tt0104057,3374,68427
tt0118043,3378,48213
tt0053137,3379,35412
tt0072251,3384,8333
tt0090274,3385,19259
tt0102138,3386,820
tt0098645,3387,11718
tt0093148,3388,8989
tt0091400,3389,32031
tt0091934,3390,58048
tt0094321,3391,26827
tt0098309,3392,11157
tt0092834,3393,28370
tt0092666,3394,918
tt0093596,3395,61178
tt0079588,3396,11176
tt0082474,3397,14900
tt0087755,3398,11899
tt0108526,3400,18890
tt0088760,3401,19736
tt0090219,3402,123047
tt0081400,3403,24575
tt0046435,3404,16535
tt0051994,3405,10971
tt0043379,3406,23928
tt0195685,3408,462
tt0195714,3409,9532
tt0180181,3410,117259
tt0095800,3412,2383
tt0048316,3414,53879
tt0072443,3415,1396
tt0044517,3417,11570
tt0103074,3418,1541
tt0078718,3420,17443
tt0077975,3421,8469
tt0091939,3422,27995
tt0096054,3423,36739
tt0097216,3424,925
tt0100168,3425,41823
tt0102175,3426,1713
tt0078950,3428,30547
tt0099317,3429,54825
tt0071402,3430,13939
tt0082250,3431,14373
tt0089003,3432,24873
tt0092857,3433,26263
tt0109578,3434,34746
tt0036775,3435,996
tt0101787,3436,9079
tt0100758,3438,1498
tt0103060,3439,1497
tt0108308,3440,1499
tt0087985,3441,1880
tt0090693,3442,33762
tt0092675,3444,11690
tt0077530,3445,29143
tt0113133,3446,35292
tt0028944,3447,36652
tt0093105,3448,801
tt0095238,3449,104301
tt0107050,3450,11520
tt0061735,3451,1879
tt0165929,3452,2085
tt0195778,3453,13539
tt0202402,3454,16222
tt0146516,3455,109479
tt0191043,3456,17078
tt0091142,3459,33516
tt0057261,3461,9960
tt0027977,3462,3082
tt0107091,3466,12187
tt0057163,3467,24748
tt0054997,3468,990
tt0053946,3469,1908
tt0071411,3470,9764
tt0075860,3471,840
tt0074718,3473,42237
tt0117468,3474,26689
tt0043924,3475,25673
tt0099871,3476,2291
tt0112950,3477,13531
tt0093378,3478,16620
tt0089457,3479,526
tt0091445,3480,13346
tt0146882,3481,243
tt0138749,3483,10501
tt0192614,3484,11478
tt0102057,3489,879
tt0017416,3492,85689
tt0065126,3494,17529
tt0095564,3496,118098
tt0085919,3497,1793
tt0077928,3498,11327
tt0100157,3499,1700
tt0104928,3500,54087
tt0089643,3501,34322
tt0107630,3502,41659
tt0069293,3503,593
tt0074958,3504,10774
tt0093640,3505,10083
tt0079640,3506,29786
tt0063374,3507,11356
tt0075029,3508,10747
tt0186151,3510,10559
tt0217756,3511,20697
tt0122459,3512,2621
tt0160797,3513,10479
tt0172632,3514,125709
tt0183503,3515,49721
tt0051406,3516,2006
tt0077572,3519,17339
tt0097940,3521,11305
tt0082031,3524,13665
tt0086927,3525,12309
tt0098067,3526,1552
tt0093773,3527,106
tt0102713,3528,10333
tt0082934,3529,11027
tt0099014,3531,123757
tt0191754,3534,10468
tt0144084,3535,1359
tt0171433,3536,4967
tt0149367,3537,31776
tt0166175,3538,10557
tt0236216,3539,27745
tt0083833,3543,13776
tt0102898,3544,26291
tt0068327,3545,10784
tt0056687,3546,10242
tt0051383,3548,16347
tt0048140,3549,4825
tt0085701,3550,11654
tt0074860,3551,10518
tt0080487,3552,11977
tt0176783,3553,18041
tt0199725,3554,14736
tt0141926,3555,3536
tt0159097,3556,1443
tt0104549,3557,10424
tt0044837,3559,28971
tt0132910,3563,9456
tt0158622,3564,889
tt0198021,3565,10564
tt0189584,3566,15723
tt0180837,3567,19600
tt0162348,3568,125537
tt0154421,3569,452
tt0220100,3571,36234
tt0106521,3572,39283
tt0112634,3573,65460
tt0115834,3574,55667
tt0093185,3576,12476
tt0096324,3577,5241
tt0172495,3578,98
tt0153464,3580,47724
tt0188674,3581,11129
tt0085276,3584,1058
tt0080913,3586,42159
tt0080923,3587,16395
tt0071772,3590,38925
tt0085970,3591,13105
tt0084315,3592,22501
tt0185183,3593,5491
tt0210616,3594,10560
tt0156323,3596,19419
tt0174336,3597,23531
tt0171359,3598,10688
tt0037514,3599,17889
tt0056048,3604,39391
tt0041716,3606,31516
tt0089791,3608,5683
tt0181786,3609,113279
tt0104438,3614,12518
tt0130623,3615,10567
tt0217630,3616,10642
tt0215129,3617,9285
tt0196216,3618,10569
tt0080881,3619,21879
tt0066495,3622,24918
tt0120755,3623,955
tt0184894,3624,8584
tt0207998,3625,47295
tt0154443,3626,11332
tt0055830,3627,16093
tt0034742,3628,29372
tt0015864,3629,962
tt0039631,3632,30588
tt0064757,3633,668
tt0058576,3634,23518
tt0076752,3635,691
tt0089960,3637,44018
tt0079574,3638,698
tt0071807,3639,682
tt0050598,3640,28973
tt0014624,3641,28974
tt0036824,3643,22994
tt0208003,3646,9600
tt0050095,3648,38006
tt0080365,3649,2768
tt0081318,3652,24920
tt0060371,3653,21
tt0054953,3654,10911
tt0070130,3655,10102
tt0062168,3658,26912
tt0098143,3660,26953
tt0100438,3661,26954
tt0102728,3662,26956
tt0107899,3663,26957
tt0110916,3664,26958
tt0095977,3667,80287
tt0063518,3668,6003
tt0105466,3669,23939
tt0071230,3671,11072
tt0071206,3672,23069
tt0092638,3673,21299
tt0076044,3674,38802
tt0047673,3675,13368
tt0074486,3676,985
tt0103767,3677,14002
tt0048347,3678,541
tt0082252,3679,21137
tt0094980,3680,36724
tt0059578,3681,938
tt0070355,3682,10648
tt0086979,3683,11368
tt0097322,3684,10875
tt0089841,3685,2075
tt0099582,3686,1551
tt0095525,3687,22500
tt0084522,3688,10246
tt0086129,3689,19698
tt0089826,3690,23919
tt0086143,3691,18835
tt0090849,3692,26554
tt0090190,3693,15239
tt0098503,3694,28165
tt0098502,3695,28169
tt0091630,3696,15762
tt0100403,3697,169
tt0093894,3698,865
tt0088172,3699,9663
tt0087004,3700,26889
tt0094631,3701,10128
tt0079501,3702,9659
tt0082694,3703,8810
tt0089530,3704,9355
tt0099141,3705,1727
tt0092563,3706,635
tt0091635,3707,10068
tt0087262,3708,11495
tt0105428,3709,11428
tt0094612,3710,10117
tt0105316,3711,35936
tt0102951,3712,25562
tt0100046,3713,51763
tt0094882,3714,73079
tt0092710,3715,38921
tt0093011,3716,35463
tt0187078,3717,9679
tt0182295,3719,51333
tt0145503,3720,17771
tt0099726,3723,10264
tt0077362,3724,31657
tt0082009,3725,29204
tt0074156,3726,17814
tt0093605,3727,11879
tt0102592,3728,21128
tt0067741,3729,482
tt0071360,3730,592
tt0082220,3731,31593
tt0077588,3732,12611
tt0070509,3733,14328
tt0070666,3735,9040
tt0043338,3736,25364
tt0056195,3737,43002
tt0072226,3738,5121
tt0023622,3739,195
tt0090728,3740,6978
tt0069762,3741,3133
tt0015648,3742,643
tt0204175,3743,10571
tt0162650,3744,479
tt0120913,3745,7450
tt0188030,3746,31023
tt0186253,3747,25636
tt0120630,3751,7443
tt0183505,3752,2123
tt0187393,3753,2024
tt0131704,3754,17711
tt0177971,3755,2133
tt0200669,3756,29946
tt0097100,3758,28774
tt0076257,3760,11598
tt0106469,3761,9702
tt0089118,3763,9873
tt0101846,3764,16820
tt0099797,3765,14864
tt0087727,3766,15379
tt0089604,3767,12764
tt0094792,3768,27352
tt0072288,3769,8348
tt0087175,3770,24099
tt0071569,3771,17897
tt0099800,3773,16094
tt0102065,3774,16096
tt0159382,3783,12706
tt0219854,3784,4244
tt0175142,3785,4247
tt0179116,3786,20770
tt0215369,3787,1050
tt0060176,3788,1052
tt0059575,3789,20540
tt0212974,3790,23655
tt0087277,3791,1788
tt0038499,3792,32275
tt0120903,3793,36657
tt0200530,3794,44490
tt0168794,3795,47585
tt0163676,3797,36047
tt0161081,3798,2655
tt0210234,3799,12599
tt0052561,3801,93
tt0104299,3802,9278
tt0064615,3806,18118
tt0076716,3807,11940
tt0054749,3808,24167
tt0103241,3809,10276
tt0105813,3810,19380
tt0080310,3811,13783
tt0068555,3812,11624
tt0077742,3813,15867
tt0073312,3814,11686
tt0089276,3816,29263
tt0092048,3819,11830
tt0144528,3821,12107
tt0144201,3822,10401
tt0171865,3823,32640
tt0174480,3824,10641
tt0200550,3825,6282
tt0164052,3826,9383
tt0186566,3827,5551
tt0206226,3830,27723
tt0195234,3831,2360
tt0057603,3832,28043
tt0052646,3833,33468
tt0080472,3834,21866
tt0106627,3835,33408
tt0065938,3836,11589
tt0095863,3837,15158
tt0110823,3838,16139
tt0138703,3839,16146
tt0095925,3840,26515
tt0099005,3841,11856
tt0086320,3843,13567
tt0098384,3844,10860
tt0049189,3845,8420
tt0085470,3846,18391
tt0071650,3847,20850
tt0038975,3849,27452
tt0251739,3851,38548
tt0234853,3852,20438
tt0204709,3855,46991
tt0163983,3857,10391
tt0173716,3858,14195
tt0233687,3859,15665
tt0191397,3861,10393
tt0199314,3862,18168
tt0209958,3863,8843
tt0188640,3864,10643
tt0236388,3865,23618
tt0095705,3868,37136
tt0102510,3869,37137
tt0032881,3870,23283
tt0046303,3871,3110
tt0053318,3872,14698
tt0059017,3873,11694
tt0088206,3877,9651
tt0160009,3879,11398
tt0204946,3882,1588
tt0198386,3884,19150
tt0209322,3888,41282
tt0144964,3889,12211
tt0171580,3893,10480
tt0190798,3894,80713
tt0204626,3895,10685
tt0202677,3896,1619
tt0181875,3897,786
tt0211938,3898,14805
tt0191037,3899,51179
tt0197384,3900,46119
tt0134630,3901,18074
tt0164212,3906,10562
tt0192731,3908,12212
tt0206420,3909,14629
tt0168629,3910,16
tt0218839,3911,13785
tt0210567,3912,34299
tt0222850,3914,22597
tt0210075,3915,19348
tt0210945,3916,10637
tt0093177,3917,9003
tt0095294,3918,9064
tt0104409,3919,11569
tt0107209,3920,10434
tt0057887,3922,39113
tt0088184,3925,469
tt0055608,3926,2160
tt0060397,3927,2161
tt0040068,3928,3073
tt0032234,3929,911
tt0046876,3930,10973
tt0024184,3932,10787
tt0052969,3933,43109
tt0088024,3937,9507
tt0084695,3938,27475
tt0093996,3939,27764
tt0100639,3940,27767
tt0091990,3941,40760
tt0100663,3942,40446
tt0215545,3943,24664
tt0259974,3945,20455
tt0208988,3946,10461
tt0067128,3947,1485
tt0212338,3948,1597
tt0180093,3949,641
tt0170691,3950,10687
tt0202641,3951,63956
tt0208874,3952,6521
tt0205271,3953,10763
tt0213790,3955,16888
tt0066832,3957,21142
tt0075754,3958,78140
tt0054387,3959,2134
tt0093091,3962,28605
tt0058708,3963,42797
tt0041094,3964,13465
tt0038988,3965,27033
tt0037638,3966,20367
tt0249462,3967,71
tt0230030,3968,1636
tt0223897,3969,10647
tt0081376,3971,13762
tt0111512,3972,12207
tt0229260,3973,11531
tt0192255,3974,24100
tt0160127,3977,4327
tt0146984,3978,4958
tt0185431,3979,9678
tt0203019,3980,11978
tt0199753,3981,8870
tt0203230,3983,14295
tt0066995,3984,681
tt0074452,3985,11372
tt0216216,3986,8452
tt0186894,3987,10862
tt0170016,3988,8871
tt0230591,3989,34045
tt0213203,3990,16340
tt0211181,3991,10481
tt0213847,3992,10867
tt0180073,3993,10876
tt0217869,3994,9741
tt0190332,3996,146
tt0190374,3997,11849
tt0228750,3998,11983
tt0190865,3999,11678
tt0086993,4000,2669
tt0093748,4002,2609
tt0096094,4003,12714
tt0093428,4005,708
tt0092106,4006,1857
tt0094291,4007,10673
tt0096969,4008,2604
tt0096219,4009,10132
tt0088850,4010,11064
tt0208092,4011,107
tt0095927,4012,40820
tt0241303,4014,392
tt0242423,4015,8859
tt0120917,4016,11688
tt0183659,4017,12509
tt0207201,4018,3981
tt0181536,4019,711
tt0219699,4020,2046
tt0247196,4021,5001
tt0162222,4022,8358
tt0218967,4023,5994
tt0200720,4024,25520
tt0212346,4025,1493
tt0190590,4027,134
tt0120202,4029,21991
tt0219653,4030,10577
tt0149624,4031,21355
tt0218182,4032,29122
tt0146309,4033,11973
tt0181865,4034,1900
tt0218378,4035,44853
tt0189998,4036,10873
tt0093223,4037,26719
tt0083564,4039,15739
tt0101757,4040,15413
tt0084434,4041,2623
tt0053580,4042,11209
tt0090670,4043,13715
tt0049233,4046,43258
tt0107007,4047,10655
tt0056600,4051,
tt0218817,4052,9989
tt0238948,4053,18828
tt0206275,4054,9816
tt0194218,4055,20637
tt0237572,4056,5955
tt0102388,4061,17474
tt0095690,4062,11191
tt0105165,4063,2613
tt0069897,4064,22021
tt0071517,4065,22048
tt0095348,4066,17006
tt0108451,4067,26333
tt0186589,4068,16723
tt0209475,4069,2018
tt0234805,4074,10499
tt0216800,4077,47943
tt0092545,4078,74340
tt0092546,4079,5709
tt0092605,4080,11215
tt0092608,4081,26477
tt0092618,4082,10937
tt0092641,4083,4639
tt0092644,4084,96
tt0086960,4085,90
tt0092654,4086,11028
tt0092690,4089,19324
tt0092695,4090,19933
tt0092718,4091,12919
tt0092746,4092,15785
tt0092783,4093,31701
tt0092948,4102,17159
tt0092965,4103,10110
tt0092974,4104,18935
tt0083907,4105,764
tt0093036,4109,15658
tt0093044,4110,4918
tt0093073,4111,28368
tt0093093,4113,52780
tt0093186,4115,26156
tt0093200,4116,34101
tt0093209,4117,32054
tt0093260,4121,2614
tt0093278,4123,12704
tt0093300,4124,580
tt0093405,4125,24828
tt0093407,4126,13703
tt0093418,4127,36914
tt0093437,4128,1547
tt0093467,4129,42010
tt0093476,4130,2608
tt0093477,4131,32058
tt0093493,4132,10019
tt0093507,4133,11649
tt0093560,4135,13509
tt0093589,4138,51521
tt0093638,4139,34379
tt0192111,4141,24940
tt0190524,4142,37302
tt0242998,4143,10984
tt0118694,4144,843
tt0120753,4146,318
tt0250478,4147,12806
tt0212985,4148,9740
tt0239948,4149,10878
tt0190861,4152,7093
tt0231775,4153,16300
tt0265632,4154,19405
tt0230838,4155,1921
tt0177650,4156,44412
tt0249893,4157,21620
tt0166276,4158,23685
tt0233142,4159,12138
tt0191636,4160,48217
tt0236493,4161,6073
tt0182000,4164,25208
tt0251031,4166,19513
tt0179626,4167,2749
tt0192071,4168,10050
tt0236447,4171,95682
tt0099073,4174,2302
tt0116447,4175,32686
tt0031742,4178,51802
tt0091836,4180,29492
tt0096223,4181,25447
tt0039190,4184,19490
tt0057251,4187,38805
tt0059245,4189,2428
tt0053793,4190,22013
tt0060086,4191,15598
tt0113026,4193,62127
tt0037800,4194,56137
tt0066740,4195,17965
tt0079781,4197,33250
tt0080421,4198,14460
tt0101764,4200,9594
tt0068617,4202,4986
tt0102005,4203,2453
tt0085868,4204,33676
tt0100140,4205,4587
tt0100232,4207,12773
tt0091474,4210,11454
tt0100486,4211,38718
tt0077413,4212,4192
tt0088000,4214,14052
tt0093857,4215,16889
tt0118540,4217,26580
tt0091860,4218,21309
tt0089208,4219,16263
tt0071771,4220,4985
tt0102517,4221,20704
tt0215750,4223,853
tt0242445,4224,10877
tt0205873,4225,5257
tt0209144,4226,77
tt0125022,4228,10833
tt0239949,4229,20309
tt0244970,4231,12658
tt0227538,4232,10054
tt0246989,4233,10646
tt0236784,4234,2575
tt0245712,4235,55
tt0206187,4236,65075
tt0247380,4237,44379
tt0164334,4238,2043
tt0221027,4239,4133
tt0189192,4240,56715
tt0266860,4241,10991
tt0221889,4242,15940
tt0268200,4243,26791
tt0243155,4246,634
tt0245686,4247,10956
tt0236348,4248,19366
tt0221073,4251,9519
tt0255094,4252,13898
tt0231402,4254,9290
tt0240515,4255,13166
tt0240402,4256,32590
tt0211492,4259,52654
tt0199129,4260,70282
tt0086250,4262,111
tt0055895,4263,32488
tt0132245,4265,10477
tt0203755,4267,2144
tt0141907,4268,24113
tt0209163,4270,1734
tt0240913,4273,4973
tt0085811,4275,849
tt0089504,4276,27223
tt0025913,4278,39266
tt0084917,4280,11307
tt0064940,4282,11163
tt0060429,4284,18691
tt0101912,4285,3784
tt0080539,4289,11936
tt0101902,4290,25221
tt0080319,4291,19494
tt0079638,4292,40842
tt0090098,4293,19357
tt0045464,4294,33743
tt0066011,4296,9062
tt0093713,4297,11174
tt0048021,4298,934
tt0183790,4299,9476
tt0212826,4300,37691
tt0256408,4304,14268
tt0225071,4305,5852
tt0126029,4306,808
tt0206742,4307,49453
tt0203009,4308,824
tt0213149,4310,676
tt0210727,4312,26813
tt0206917,4313,29572
tt0077716,4316,50541
tt0102343,4317,26255
tt0101587,4321,1406
tt0095082,4322,13554
tt0052902,4323,17664
tt0054130,4325,41050
tt0095647,4326,1632
tt0054047,4327,966
tt0053221,4329,301
tt0094142,4333,11896
tt0244316,4334,25538
tt0060934,4337,5923
tt0041996,4338,15497
tt0059885,4339,21876
tt0255798,4340,11090
tt0212815,4342,21056
tt0251075,4343,9397
tt0244244,4344,9705
tt0254099,4345,26475
tt0234288,4347,29937
tt0065528,4349,10364
tt0116344,4350,32458
tt0102685,4351,1089
tt0086508,4353,9967
tt0105699,4354,17494
tt0092272,4355,17465
tt0045810,4356,759
tt0045891,4357,10297
tt0048605,4359,10653
tt0084805,4361,9576
tt0230011,4366,10865
tt0146316,4367,1995
tt0240462,4368,10808
tt0232500,4369,9799
tt0212720,4370,644
tt0255819,4371,16161
tt0250224,4372,10691
tt0258038,4373,10615
tt0212517,4374,47596
tt0203119,4378,11826
tt0203632,4380,9301
tt0243493,4381,11444
tt0228786,4383,60670
tt0246765,4384,55551
tt0239395,4386,10992
tt0271027,4387,2140
tt0257106,4388,4248
tt0245238,4389,17612
tt0249380,4390,3134
tt0099012,4392,8217
tt0094663,4393,22478
tt0058953,4394,26483
tt0052216,4395,24382
tt0082136,4396,11286
tt0087032,4397,11950
tt0058249,4399,36245
tt0059124,4402,26573
tt0053925,4403,23439
tt0016847,4404,10728
tt0056217,4406,11697
tt0091886,4407,6106
tt0093940,4408,22477
tt0105378,4409,19200
tt0091983,4410,11300
tt0069372,4412,28650
tt0047811,4419,43316
tt0046754,4420,34689
tt0069467,4422,10238
tt0065777,4424,4789
tt0048261,4426,18030
tt0063227,4427,18988
tt0055184,4428,11536
tt0049513,4429,10339
tt0051036,4432,976
tt0049966,4433,69605
tt0059095,4434,65632
tt0074991,4436,4780
tt0076786,4437,11906
tt0068767,4438,11713
tt0082176,4439,9589
tt0067824,4440,12481
tt0077594,4441,13333
tt0089461,4442,13938
tt0082869,4443,10540
tt0068935,4444,9462
tt0163862,4445,82623
tt0173840,4446,2114
tt0250494,4447,8835
tt0227445,4448,11371
tt0262210,4449,78248
tt0242193,4450,9517
tt0273300,4451,25985
tt0227005,4452,15745
tt0245280,4453,24977
tt0188913,4454,36107
tt0109049,4458,13794
tt0130445,4459,13795
tt0094593,4462,38965
tt0094594,4463,47817
tt0094606,4464,31052
tt0094608,4465,10868
tt0094602,4466,9395
tt0096764,4467,14506
tt0094675,4470,2
tt0094678,4471,26044
tt0094712,4473,14911
tt0094715,4474,15592
tt0094716,4475,15267
tt0094739,4476,12710
tt0094744,4477,30502
tt0094746,4478,19382
tt0094761,4480,9599
tt0094799,4482,17170
tt0094824,4483,18509
tt0094828,4484,110428
tt0094889,4487,7520
tt0094894,4488,10126
tt0094898,4489,9602
tt0094910,4490,23752
tt0090887,4492,3980
tt0094921,4495,27397
tt0094933,4496,9748
tt0094961,4497,40095
tt0094963,4498,10651
tt0095031,4499,10141
tt0092929,4500,27362
tt0095107,4502,26386
tt0095145,4504,25884
tt0095169,4505,26355
tt0095174,4506,10675
tt0095243,4508,10130
tt0095253,4509,2617
tt0095304,4511,21362
tt0095409,4516,20443
tt0095484,4517,49365
tt0095488,4518,11347
tt0095489,4519,12144
tt0095519,4520,13704
tt0095532,4521,12505
tt0095599,4522,41963
tt0095638,4523,13482
tt0095654,4524,34014
tt0095687,4526,12120
tt0095736,4527,47818
tt0095801,4529,3543
tt0095963,4531,9604
tt0089907,4533,10925
tt0095993,4534,13965
tt0084296,4535,24266
tt0096018,4537,18197
tt0096071,4541,11503
tt0096101,4544,11966
tt0091949,4545,2605
tt0096163,4546,8740
tt0096251,4552,41428
tt0096256,4553,8337
tt0096316,4557,28176
tt0096320,4558,9493
tt0096454,4562,12582
tt0096486,4563,10001
tt0096794,4564,11352
tt0088708,4565,12500
tt0096913,4568,17882
tt0096928,4571,1648
tt0096933,4572,4105
tt0096943,4573,22711
tt0096945,4574,19124
tt0097027,4577,10142
tt0097044,4578,3064
tt0097138,4580,10134
tt0097142,4581,21291
tt0097211,4583,30352
tt0097236,4584,15142
tt0097235,4585,14550
tt0097257,4587,2210
tt0085475,4589,21721
tt0097289,4591,11828
tt0097328,4593,10551
tt0097334,4594,20713
tt0097336,4595,27461
tt0097438,4597,1380
tt0097457,4599,11465
tt0097458,4600,17190
tt0097481,4602,9085
tt0097500,4603,17819
tt0097531,4605,14776
tt0097579,4608,29185
tt0097613,4610,32059
tt0097626,4611,505
tt0097635,4612,4486
tt0097637,4613,10345
tt0097659,4614,10222
tt0097714,4615,12774
tt0097722,4616,14621
tt0097731,4617,19118
tt0097758,4619,15138
tt0097778,4621,9494
tt0097790,4622,17362
tt0097815,4623,9942
tt0097858,4624,8216
tt0097883,4625,4296
tt0097889,4626,24739
tt0097965,4628,9686
tt0097967,4629,27418
tt0097987,4630,39002
tt0098051,4632,31606
tt0098073,4634,37146
tt0098097,4635,20006
tt0098141,4636,8867
tt0163025,4638,331
tt0265029,4639,11467
tt0222851,4640,327
tt0162346,4641,1548
tt0248845,4642,13403
tt0133152,4643,869
tt0237539,4644,552
tt0123948,4645,36095
tt0203540,4646,33379
tt0243655,4649,2171
tt0098194,4653,41946
tt0098206,4654,10135
tt0098253,4658,19236
tt0098261,4660,60276
tt0098273,4661,12150
tt0098282,4662,11185
tt0098308,4663,47045
tt0098343,4666,12478
tt0094035,4670,25155
tt0098725,4671,65015
tt0098436,4672,24077
tt0098439,4673,9618
tt0098471,4675,31608
tt0098519,4676,22102
tt0098536,4677,6951
tt0098546,4678,11959
tt0098554,4679,2616
tt0098621,4681,249
tt0098663,4683,183
tt0108539,4686,8494
tt0056868,4687,26535
tt0101465,4688,41784
tt0065761,4689,27431
tt0087089,4690,2148
tt0078490,4695,31941
tt0083624,4697,27813
tt0218922,4699,2057
tt0247638,4700,9880
tt0266915,4701,5175
tt0094868,4703,41951
tt0056059,4704,11385
tt0077288,4705,4484
tt0060668,4708,44258
tt0064782,4709,20391
tt0075213,4710,12584
tt0108323,4711,70042
tt0080360,4713,11542
tt0080377,4714,17169
tt0080402,4715,39176
tt0080436,4717,19267
tt0252866,4718,2770
tt0181739,4719,12610
tt0230600,4720,1933
tt0244000,4721,13496
tt0250202,4722,21055
tt0250323,4723,24936
tt0261983,4725,10972
tt0238112,4727,1722
tt0250687,4728,9896
tt0258470,4732,9683
tt0256524,4733,2779
