,genre,movieID,title
1700,Crime,3172,Bandits
1701,Romance,3172,Bandits
1702,Action,6520,First Knight
1703,Adventure,6520,First Knight
1704,Drama,6520,First Knight
1705,Romance,6520,First Knight
1706,Drama,1439,Anna and the King
1707,History,1439,Anna and the King
1708,Romance,1439,Anna and the King
1709,Fantasy,37958,Immortals
1710,Action,37958,Immortals
1711,Drama,37958,Immortals
1712,Mystery,2026,Hostage
1713,Drama,2026,Hostage
1714,Thriller,2026,Hostage
1715,Crime,2026,Hostage
1716,Animation,7450,Titan A.E.
1717,Action,7450,Titan A.E.
1718,SciFi,7450,Titan A.E.
1719,Family,7450,Titan A.E.
1720,Adventure,7450,Titan A.E.
1721,Action,11375,Hollywood Homicide
1722,Adventure,11375,Hollywood Homicide
1723,Comedy,11375,Hollywood Homicide
1724,Thriller,11375,Hollywood Homicide
1725,Action,9425,Soldier
1726,War,9425,Soldier
1727,SciFi,9425,Soldier
1728,Action,25769,Carriers
1729,Drama,25769,Carriers
1730,Horror,25769,Carriers
1731,SciFi,25769,Carriers
1732,Thriller,25769,Carriers
1733,Adventure,23685,Monkeybone
1734,Fantasy,23685,Monkeybone
1735,Animation,23685,Monkeybone
1736,Action,23685,Monkeybone
1737,Comedy,23685,Monkeybone
1738,Action,11866,Flight of the Phoenix
1739,Adventure,11866,Flight of the Phoenix
1740,Drama,11866,Flight of the Phoenix
1741,Thriller,11866,Flight of the Phoenix
1742,SciFi,9741,Unbreakable
1743,Thriller,9741,Unbreakable
1744,Drama,9741,Unbreakable
1745,Family,211672,Minions
1746,Animation,211672,Minions
1747,Adventure,211672,Minions
1748,Comedy,211672,Minions
1749,Action,23629,Sucker Punch
1750,Fantasy,23629,Sucker Punch
1751,Thriller,23629,Sucker Punch
1752,Crime,8688,Snake Eyes
1753,Mystery,8688,Snake Eyes
1754,SciFi,10153,Sphere
1755,Family,153518,The Angry Birds Movie
1756,Animation,153518,The Angry Birds Movie
1757,Romance,8676,Fool's Gold
1758,Comedy,8676,Fool's Gold
1759,Adventure,8676,Fool's Gold
1760,Comedy,20829,Funny People
1761,Drama,20829,Funny People
1762,Thriller,4349,The Kingdom
1763,Action,4349,The Kingdom
1764,Drama,4349,The Kingdom
1765,Comedy,9718,Talladega Nights: The Ballad of Ricky Bobby
1766,Comedy,10808,Dr. Dolittle 2
1767,Family,10808,Dr. Dolittle 2
1768,Romance,10808,Dr. Dolittle 2
1769,Fantasy,10808,Dr. Dolittle 2
1770,Action,197,Braveheart
1771,Drama,197,Braveheart
1772,History,197,Braveheart
1773,War,197,Braveheart
1774,Drama,25,Jarhead
1775,War,25,Jarhead
1776,Animation,35,The Simpsons Movie
1777,Comedy,35,The Simpsons Movie
1778,Family,35,The Simpsons Movie
1779,Drama,11086,The Majestic
1780,Romance,11086,The Majestic
1781,Action,10477,Driven
1782,Adventure,1997,Two Brothers
1783,Drama,1997,Two Brothers
1784,Family,1997,Two Brothers
1785,Drama,6947,The Village
1786,Mystery,6947,The Village
1787,Thriller,6947,The Village
1788,Comedy,3050,Doctor Dolittle
1789,Family,3050,Doctor Dolittle
1790,Fantasy,3050,Doctor Dolittle
1791,Drama,2675,Signs
1792,Thriller,2675,Signs
1793,SciFi,2675,Signs
1794,Mystery,2675,Signs
1795,Adventure,809,Shrek 2
1796,Animation,809,Shrek 2
1797,Comedy,809,Shrek 2
1798,Family,809,Shrek 2
1799,Fantasy,809,Shrek 2
1800,Animation,920,Cars
1801,Adventure,920,Cars
1802,Comedy,920,Cars
1803,Family,920,Cars
1804,Comedy,4806,Runaway Bride
1805,Romance,4806,Runaway Bride
1806,Action,7451,xXx
1807,Adventure,7451,xXx
1808,Thriller,7451,xXx
1809,Animation,228165,The SpongeBob Movie: Sponge Out of Water
1810,Adventure,228165,The SpongeBob Movie: Sponge Out of Water
1811,Comedy,228165,The SpongeBob Movie: Sponge Out of Water
1812,Family,228165,The SpongeBob Movie: Sponge Out of Water
1813,Action,3595,Ransom
1814,Thriller,3595,Ransom
1815,Drama,16869,Inglourious Basterds
1816,Action,16869,Inglourious Basterds
1817,Thriller,16869,Inglourious Basterds
1818,War,16869,Inglourious Basterds
1819,Adventure,879,Hook
1820,Fantasy,879,Hook
1821,Comedy,879,Hook
1822,Family,879,Hook
1823,Action,1573,Die Hard 2
1824,Thriller,1573,Die Hard 2
1825,Action,9257,S.W.A.T.
1826,Thriller,9257,S.W.A.T.
1827,Crime,9257,S.W.A.T.
1828,Drama,1903,Vanilla Sky
1829,Mystery,1903,Vanilla Sky
1830,Romance,1903,Vanilla Sky
1831,SciFi,1903,Vanilla Sky
1832,Thriller,1903,Vanilla Sky
1833,Drama,9697,Lady in the Water
1834,Thriller,9697,Lady in the Water
1835,Fantasy,9697,Lady in the Water
1836,Mystery,9697,Lady in the Water
1837,Adventure,395,AVP: Alien vs. Predator
1838,SciFi,395,AVP: Alien vs. Predator
1839,Action,395,AVP: Alien vs. Predator
1840,Comedy,23398,Alvin and the Chipmunks: The Squeakquel
1841,Family,23398,Alvin and the Chipmunks: The Squeakquel
1842,Animation,23398,Alvin and the Chipmunks: The Squeakquel
1843,Fantasy,23398,Alvin and the Chipmunks: The Squeakquel
1844,Music,23398,Alvin and the Chipmunks: The Squeakquel
1845,Action,10590,We Were Soldiers
1846,History,10590,We Were Soldiers
1847,War,10590,We Were Soldiers
1848,Action,117263,Olympus Has Fallen
1849,Thriller,117263,Olympus Has Fallen
1850,SciFi,200,Star Trek: Insurrection
1851,Action,200,Star Trek: Insurrection
1852,Adventure,200,Star Trek: Insurrection
1853,Thriller,200,Star Trek: Insurrection
1854,Action,44943,Battle: Los Angeles
1855,SciFi,44943,Battle: Los Angeles
1856,Adventure,587,Big Fish
1857,Fantasy,587,Big Fish
1858,Drama,587,Big Fish
1859,Fantasy,10395,Wolf
1860,Drama,57212,War Horse
1861,War,57212,War Horse
1862,War,152760,The Monuments Men
1863,Drama,152760,The Monuments Men
1864,History,152760,The Monuments Men
1865,Action,152760,The Monuments Men
1866,Adventure,2756,The Abyss
1867,Action,2756,The Abyss
1868,Thriller,2756,The Abyss
1869,SciFi,2756,The Abyss
1870,Drama,33909,Wall Street: Money Never Sleeps
1871,Crime,33909,Wall Street: Money Never Sleeps
1872,Horror,49017,Dracula Untold
1873,Action,49017,Dracula Untold
1874,Drama,49017,Dracula Untold
1875,Fantasy,49017,Dracula Untold
1876,War,49017,Dracula Untold
1877,Drama,9882,The Siege
1878,Action,9882,The Siege
1879,Thriller,9882,The Siege
1880,Crime,9882,The Siege
1881,Adventure,2270,Stardust
1882,Fantasy,2270,Stardust
1883,Romance,2270,Stardust
1884,Family,2270,Stardust
1885,Adventure,978,Seven Years in Tibet
1886,Drama,978,Seven Years in Tibet
1887,History,978,Seven Years in Tibet
1888,Comedy,44564,The Dilemma
1889,Drama,44564,The Dilemma
1890,Action,3132,Bad Company
1891,Adventure,3132,Bad Company
1892,Comedy,3132,Bad Company
1893,Thriller,3132,Bad Company
1894,Adventure,8814,Doom
1895,Action,8814,Doom
1896,Horror,8814,Doom
1897,Action,8427,I Spy
1898,Adventure,8427,I Spy
1899,Comedy,8427,I Spy
1900,Thriller,8427,I Spy
1901,Fantasy,52520,Underworld: Awakening
1902,Action,52520,Underworld: Awakening
1903,Horror,52520,Underworld: Awakening
1904,Comedy,80585,Rock of Ages
1905,Drama,80585,Rock of Ages
1906,Music,80585,Rock of Ages
1907,Romance,80585,Rock of Ages
1908,Drama,10592,Hart's War
1909,War,10592,Hart's War
1910,Action,49021,Killer Elite
1911,Adventure,49021,Killer Elite
1912,Thriller,49021,Killer Elite
1913,Action,11535,Rollerball
1914,SciFi,11535,Rollerball
1915,Thriller,11535,Rollerball
1916,Action,10550,Ballistic: Ecks vs. Sever
1917,Adventure,10550,Ballistic: Ecks vs. Sever
1918,Thriller,10550,Ballistic: Ecks vs. Sever
1919,Thriller,11258,Hard Rain
1920,Adventure,12610,Osmosis Jones
1921,Animation,12610,Osmosis Jones
1922,Action,12610,Osmosis Jones
1923,Comedy,12610,Osmosis Jones
1924,Family,12610,Osmosis Jones
1925,Animation,59981,Legends of Oz: Dorothy's Return
1926,Music,59981,Legends of Oz: Dorothy's Return
1927,Family,59981,Legends of Oz: Dorothy's Return
1928,Crime,201088,Blackhat
1929,Drama,201088,Blackhat
1930,Mystery,201088,Blackhat
1931,Mystery,5137,Sky Captain and the World of Tomorrow
1932,Action,5137,Sky Captain and the World of Tomorrow
1933,Thriller,5137,Sky Captain and the World of Tomorrow
1934,SciFi,5137,Sky Captain and the World of Tomorrow
1935,Adventure,5137,Sky Captain and the World of Tomorrow
1936,Crime,3093,Basic Instinct 2
1937,Mystery,3093,Basic Instinct 2
1938,Thriller,3093,Basic Instinct 2
1939,Action,107846,Escape Plan
1940,Thriller,107846,Escape Plan
1941,Action,188207,The Legend of Hercules
1942,Adventure,188207,The Legend of Hercules
1943,Thriller,4614,The Sum of All Fears
1944,Action,4614,The Sum of All Fears
1945,Drama,4614,The Sum of All Fears
1946,Adventure,24021,The Twilight Saga: Eclipse
1947,Fantasy,24021,The Twilight Saga: Eclipse
1948,Drama,24021,The Twilight Saga: Eclipse
1949,Romance,24021,The Twilight Saga: Eclipse
1950,Action,11371,The Score
1951,Crime,11371,The Score
1952,Thriller,11371,The Score
1953,Animation,20352,Despicable Me
1954,Family,20352,Despicable Me
1955,Action,11517,Money Train
1956,Comedy,11517,Money Train
1957,Crime,11517,Money Train
1958,Comedy,214756,Ted 2
1959,Adventure,26428,Agora
1960,Drama,26428,Agora
1961,History,26428,Agora
1962,Adventure,9824,Mystery Men
1963,Fantasy,9824,Mystery Men
1964,Action,9824,Mystery Men
1965,Comedy,9824,Mystery Men
1966,SciFi,9824,Mystery Men
1967,Comedy,48988,Hall Pass
1968,Drama,9008,The Insider
1969,Thriller,9008,The Insider
1970,Action,300673,The Finest Hours
1971,Drama,300673,The Finest Hours
1972,History,300673,The Finest Hours
1973,Thriller,300673,The Finest Hours
1974,Action,12113,Body of Lies
1975,Drama,12113,Body of Lies
1976,Thriller,12113,Body of Lies
1977,Comedy,38778,Dinner for Schmucks
1978,Action,72331,Abraham Lincoln: Vampire Hunter
1979,Fantasy,72331,Abraham Lincoln: Vampire Hunter
1980,Horror,72331,Abraham Lincoln: Vampire Hunter
1981,Romance,1844,Entrapment
1982,Drama,1844,Entrapment
1983,Mystery,1844,Entrapment
1984,Mystery,846,The X Files
1985,SciFi,846,The X Files
1986,Thriller,846,The X Files
1987,Action,9703,The Last Legion
1988,Adventure,9703,The Last Legion
1989,Fantasy,9703,The Last Legion
1990,War,9703,The Last Legion
1991,Drama,857,Saving Private Ryan
1992,History,857,Saving Private Ryan
1993,War,857,Saving Private Ryan
1994,Action,136797,Need for Speed
1995,Crime,136797,Need for Speed
1996,Drama,136797,Need for Speed
1997,Thriller,136797,Need for Speed
1998,Comedy,3981,What Women Want
1999,Romance,3981,What Women Want
2000,Animation,425,Ice Age
2001,Comedy,425,Ice Age
2002,Family,425,Ice Age
2003,Adventure,425,Ice Age
2004,Drama,6171,Dreamcatcher
2005,Horror,6171,Dreamcatcher
2006,SciFi,6171,Dreamcatcher
2007,Thriller,6171,Dreamcatcher
2008,History,72976,Lincoln
2009,Drama,72976,Lincoln
2010,Action,603,The Matrix
2011,SciFi,603,The Matrix
2012,Drama,568,Apollo 13
2013,Fantasy,9021,The Santa Clause 2
2014,Comedy,9021,The Santa Clause 2
2015,Family,9021,The Santa Clause 2
2016,Drama,82695,Les Misérables
2017,Music,82695,Les Misérables
2018,Romance,82695,Les Misérables
2019,Comedy,9489,You've Got Mail
2020,Romance,9489,You've Got Mail
2021,Comedy,12133,Step Brothers
2022,Action,9342,The Mask of Zorro
2023,Adventure,9342,The Mask of Zorro
2024,Comedy,41733,Due Date
2025,Drama,41733,Due Date
2026,Drama,227306,Unbroken
2027,War,227306,Unbroken
2028,Action,5551,Space Cowboys
2029,Adventure,5551,Space Cowboys
2030,Thriller,5551,Space Cowboys
2031,Action,9350,Cliffhanger
2032,Adventure,9350,Cliffhanger
2033,Thriller,9350,Cliffhanger
2034,Action,9208,Broken Arrow
2035,Adventure,9208,Broken Arrow
2036,Drama,9208,Broken Arrow
2037,Thriller,9208,Broken Arrow
2038,Fantasy,4244,The Kid
2039,Comedy,4244,The Kid
2040,Family,4244,The Kid
2041,Drama,1852,World Trade Center
2042,History,1852,World Trade Center
2043,Thriller,1852,World Trade Center
2044,Drama,11820,Mona Lisa Smile
2045,Romance,11820,Mona Lisa Smile
2046,Comedy,76493,The Dictator
2047,Mystery,345,Eyes Wide Shut
2048,Drama,345,Eyes Wide Shut
2049,Comedy,196867,Annie
2050,Drama,196867,Annie
2051,Family,196867,Annie
2052,Romance,256591,Focus
2053,Comedy,256591,Focus
2054,Crime,256591,Focus
2055,Drama,256591,Focus
2056,Action,59962,This Means War
2057,Comedy,59962,This Means War
2058,Romance,59962,This Means War
2059,SciFi,36648,Blade: Trinity
2060,Action,36648,Blade: Trinity
2061,Horror,36648,Blade: Trinity
2062,Thriller,36648,Blade: Trinity
2063,Adventure,36648,Blade: Trinity
2064,Fantasy,36648,Blade: Trinity
2065,Action,1880,Red Dawn
2066,Thriller,1880,Red Dawn
2067,Comedy,9440,Primary Colors
2068,Drama,9440,Primary Colors
2069,Action,71679,Resident Evil: Retribution
2070,Horror,71679,Resident Evil: Retribution
2071,SciFi,71679,Resident Evil: Retribution
2072,Action,10483,Death Race
2073,Thriller,10483,Death Race
2074,SciFi,10483,Death Race
2075,Crime,11412,The Long Kiss Goodnight
2076,Action,11412,The Long Kiss Goodnight
2077,Mystery,11412,The Long Kiss Goodnight
2078,Thriller,11412,The Long Kiss Goodnight
2079,Action,11983,Proof of Life
2080,Adventure,11983,Proof of Life
2081,Drama,11983,Proof of Life
2082,Romance,11983,Proof of Life
2083,Thriller,11983,Proof of Life
2084,Family,6795,Zathura: A Space Adventure
2085,Fantasy,6795,Zathura: A Space Adventure
2086,SciFi,6795,Zathura: A Space Adventure
2087,Adventure,6795,Zathura: A Space Adventure
2088,Drama,550,Fight Club
2089,Drama,11170,We Are Marshall
2090,Action,9292,Hudson Hawk
2091,Adventure,9292,Hudson Hawk
2092,Comedy,9292,Hudson Hawk
2093,Action,10783,Lucky Numbers
2094,Adventure,10783,Lucky Numbers
2095,Comedy,10783,Lucky Numbers
2096,Crime,10783,Lucky Numbers
2097,Romance,10783,Lucky Numbers
2098,Thriller,10783,Lucky Numbers
2099,Horror,100241,"I, Frankenstein"
2100,Thriller,100241,"I, Frankenstein"
2101,Crime,257,Oliver Twist
2102,Drama,257,Oliver Twist
2103,Family,257,Oliver Twist
2104,Action,9947,Elektra
2105,Fantasy,9947,Elektra
2106,Crime,189,Sin City: A Dame to Kill For
2107,Thriller,189,Sin City: A Dame to Kill For
2108,Drama,12618,Random Hearts
2109,Romance,12618,Random Hearts
2110,Adventure,253412,Everest
2111,Drama,253412,Everest
2112,Crime,1427,Perfume: The Story of a Murderer
2113,Fantasy,1427,Perfume: The Story of a Murderer
2114,Drama,1427,Perfume: The Story of a Murderer
2115,Comedy,818,Austin Powers in Goldmember
2116,Crime,818,Austin Powers in Goldmember
2117,SciFi,818,Austin Powers in Goldmember
2118,Animation,16577,Astro Boy
2119,Action,16577,Astro Boy
2120,Family,16577,Astro Boy
2121,SciFi,16577,Astro Boy
2122,Adventure,329,Jurassic Park
2123,SciFi,329,Jurassic Park
2124,Drama,12160,Wyatt Earp
2125,Action,12160,Wyatt Earp
2126,Western,12160,Wyatt Earp
2127,Action,9331,Clear and Present Danger
2128,Drama,9331,Clear and Present Danger
2129,Thriller,9331,Clear and Present Danger
2130,Action,300168,Dragon Blade
2131,Drama,300168,Dragon Blade
2132,Adventure,300168,Dragon Blade
2133,Comedy,9072,Little Man
2134,Crime,9072,Little Man
2135,Action,3536,U-571
2136,Drama,3536,U-571
2137,Thriller,3536,U-571
2138,War,3536,U-571
2139,Comedy,9087,The American President
2140,Drama,9087,The American President
2141,Romance,9087,The American President
2142,Comedy,12177,The Love Guru
2143,Romance,12177,The Love Guru
2144,Action,12138,3000 Miles to Graceland
2145,Adventure,12138,3000 Miles to Graceland
2146,Comedy,12138,3000 Miles to Graceland
2147,Thriller,12138,3000 Miles to Graceland
2148,Crime,12138,3000 Miles to Graceland
2149,Crime,273248,The Hateful Eight
2150,Drama,273248,The Hateful Eight
2151,Mystery,273248,The Hateful Eight
2152,Western,273248,The Hateful Eight
2153,Action,9955,Blades of Glory
2154,Comedy,9955,Blades of Glory
2155,Drama,9955,Blades of Glory
2156,Animation,50359,Hop
2157,Comedy,50359,Hop
2158,Family,50359,Hop
2159,Action,1271,300
2160,Adventure,1271,300
2161,War,1271,300
2162,Comedy,693,Meet the Fockers
2163,Romance,693,Meet the Fockers
2164,Comedy,14306,Marley & Me
2165,Family,14306,Marley & Me
2166,Fantasy,497,The Green Mile
2167,Drama,497,The Green Mile
2168,Crime,497,The Green Mile
2169,Action,11199,Wild Hogs
2170,Adventure,11199,Wild Hogs
2171,Comedy,11199,Wild Hogs
2172,Animation,9982,Chicken Little
2173,Family,9982,Chicken Little
2174,Comedy,9982,Chicken Little
2175,Mystery,210577,Gone Girl
2176,Thriller,210577,Gone Girl
2177,Drama,210577,Gone Girl
2178,Action,2501,The Bourne Identity
2179,Drama,2501,The Bourne Identity
2180,Mystery,2501,The Bourne Identity
2181,Thriller,2501,The Bourne Identity
2182,Adventure,710,GoldenEye
2183,Action,710,GoldenEye
2184,Thriller,710,GoldenEye
2185,Crime,2275,The General's Daughter
2186,Drama,2275,The General's Daughter
2187,Mystery,2275,The General's Daughter
2188,Thriller,2275,The General's Daughter
2189,Comedy,37165,The Truman Show
2190,Drama,37165,The Truman Show
2191,Adventure,9837,The Prince of Egypt
2192,Animation,9837,The Prince of Egypt
2193,Drama,9837,The Prince of Egypt
2194,Family,9837,The Prince of Egypt
2195,Music,9837,The Prince of Egypt
2196,Comedy,10708,Daddy Day Care
2197,Family,10708,Daddy Day Care
2198,Action,136400,2 Guns
2199,Comedy,136400,2 Guns
2200,Crime,136400,2 Guns
2201,Comedy,10992,Cats & Dogs
2202,Family,10992,Cats & Dogs
2203,Action,9654,The Italian Job
2204,Crime,9654,The Italian Job
2205,Romance,2642,Two Weeks Notice
2206,Comedy,2642,Two Weeks Notice
2207,Adventure,8916,Antz
2208,Animation,8916,Antz
2209,Comedy,8916,Antz
2210,Family,8916,Antz
2211,Comedy,19899,Couples Retreat
2212,Romance,19899,Couples Retreat
2213,Adventure,2119,Days of Thunder
2214,Comedy,9641,Cheaper by the Dozen 2
2215,Action,294254,Maze Runner: The Scorch Trials
2216,Drama,38167,Eat Pray Love
2217,Comedy,5994,The Family Man
2218,Drama,5994,The Family Man
2219,Romance,5994,The Family Man
2220,Fantasy,5994,The Family Man
2221,Action,39514,RED
2222,Adventure,39514,RED
2223,Comedy,39514,RED
2224,Crime,39514,RED
2225,Thriller,39514,RED
2226,Drama,9563,Any Given Sunday
2227,Drama,547,The Horse Whisperer
2228,Romance,547,The Horse Whisperer
2229,Drama,1538,Collateral
2230,Crime,1538,Collateral
2231,Thriller,1538,Collateral
2232,Action,9334,The Scorpion King
2233,Fantasy,9334,The Scorpion King
2234,Adventure,9334,The Scorpion King
2235,Drama,11128,Ladder 49
2236,Action,11128,Ladder 49
2237,Thriller,11128,Ladder 49
2238,Crime,75780,Jack Reacher
2239,Drama,75780,Jack Reacher
2240,Thriller,75780,Jack Reacher
2241,Action,8914,Deep Blue Sea
2242,SciFi,8914,Deep Blue Sea
2243,Thriller,8914,Deep Blue Sea
2244,Music,13576,This Is It
2245,Documentary,13576,This Is It
2246,Drama,39538,Contagion
2247,Thriller,39538,Contagion
2248,SciFi,39538,Contagion
2249,Comedy,10628,Kangaroo Jack
2250,Adventure,10628,Kangaroo Jack
2251,Crime,10628,Kangaroo Jack
2252,Animation,14836,Coraline
2253,Family,14836,Coraline
2254,Thriller,8645,The Happening
2255,SciFi,8645,The Happening
2256,Action,9509,Man on Fire
2257,Drama,9509,Man on Fire
2258,Thriller,9509,Man on Fire
2259,Crime,9509,Man on Fire
2260,Comedy,10067,The Shaggy Dog
2261,Family,10067,The Shaggy Dog
2262,Comedy,9384,Starsky & Hutch
2263,Crime,9384,Starsky & Hutch
2264,Family,9279,Jingle All the Way
2265,Comedy,9279,Jingle All the Way
2266,Fantasy,1487,Hellboy
2267,Action,1487,Hellboy
2268,SciFi,1487,Hellboy
2269,Drama,9422,A Civil Action
2270,Family,77174,ParaNorman
2271,Animation,77174,ParaNorman
2272,Adventure,77174,ParaNorman
2273,Comedy,77174,ParaNorman
2274,Action,4824,The Jackal
2275,Thriller,4824,The Jackal
2276,Adventure,4824,The Jackal
2277,Crime,4824,The Jackal
2278,Action,9620,Paycheck
2279,Adventure,9620,Paycheck
2280,Mystery,9620,Paycheck
2281,SciFi,9620,Paycheck
2282,Thriller,9620,Paycheck
2283,Drama,9302,Up Close & Personal
2284,Romance,9302,Up Close & Personal
2285,Adventure,10199,The Tale of Despereaux
2286,Animation,10199,The Tale of Despereaux
2287,Family,10199,The Tale of Despereaux
2288,Thriller,10771,The Tuxedo
2289,Action,10771,The Tuxedo
2290,Comedy,10771,The Tuxedo
2291,SciFi,10771,The Tuxedo
2292,Action,3512,Under Siege 2: Dark Territory
2293,Thriller,3512,Under Siege 2: Dark Territory
2294,Action,137094,Jack Ryan: Shadow Recruit
2295,Drama,137094,Jack Ryan: Shadow Recruit
2296,Thriller,137094,Jack Ryan: Shadow Recruit
2297,Drama,274479,Joy
2298,Comedy,274479,Joy
2299,Action,267860,London Has Fallen
2300,Crime,267860,London Has Fallen
2301,Thriller,267860,London Has Fallen
2302,SciFi,8078,Alien: Resurrection
2303,Horror,8078,Alien: Resurrection
2304,Action,8078,Alien: Resurrection
2305,Action,7485,Shooter
2306,Drama,7485,Shooter
2307,Mystery,7485,Shooter
2308,Thriller,7485,Shooter
2309,Crime,7485,Shooter
2310,Animation,170687,The Boxtrolls
2311,Comedy,170687,The Boxtrolls
2312,Family,170687,The Boxtrolls
2313,Fantasy,170687,The Boxtrolls
2314,Drama,6435,Practical Magic
2315,Fantasy,6435,Practical Magic
2316,Comedy,6435,Practical Magic
2317,Adventure,137106,The Lego Movie
2318,Animation,137106,The Lego Movie
2319,Comedy,137106,The Lego Movie
2320,Family,137106,The Lego Movie
2321,Fantasy,137106,The Lego Movie
2322,Action,10040,Miss Congeniality 2: Armed and Fabulous
2323,Comedy,10040,Miss Congeniality 2: Armed and Fabulous
2324,Adventure,6278,Reign of Fire
2325,Action,6278,Reign of Fire
2326,Fantasy,6278,Reign of Fire
2327,Crime,82682,Gangster Squad
2328,Drama,82682,Gangster Squad
2329,Action,82682,Gangster Squad
2330,Thriller,82682,Gangster Squad
2331,Comedy,17610,Year One
2332,Adventure,17610,Year One
2333,Drama,22954,Invictus
2334,History,22954,Invictus
2335,Action,16995,State of Play
2336,Romance,16558,Duplicity
2337,Comedy,16558,Duplicity
2338,Crime,16558,Duplicity
2339,Comedy,9849,My Favorite Martian
2340,Drama,9849,My Favorite Martian
2341,Family,9849,My Favorite Martian
2342,SciFi,9849,My Favorite Martian
2343,Action,5820,The Sentinel
2344,Thriller,5820,The Sentinel
2345,Crime,5820,The Sentinel
2346,SciFi,16866,Planet 51
2347,Animation,16866,Planet 51
2348,Family,16866,Planet 51
2349,Comedy,16866,Planet 51
2350,Adventure,16866,Planet 51
2351,SciFi,201,Star Trek: Nemesis
2352,Action,201,Star Trek: Nemesis
2353,Adventure,201,Star Trek: Nemesis
2354,Thriller,201,Star Trek: Nemesis
2355,Crime,11775,Intolerable Cruelty
2356,Comedy,11775,Intolerable Cruelty
2357,Romance,11775,Intolerable Cruelty
2358,Drama,87825,Trouble with the Curve
2359,Romance,87825,Trouble with the Curve
2360,Crime,12201,Edge of Darkness
2361,Drama,12201,Edge of Darkness
2362,Mystery,12201,Edge of Darkness
2363,Thriller,12201,Edge of Darkness
2364,Horror,11015,The Relic
2365,Mystery,11015,The Relic
2366,Thriller,11015,The Relic
2367,Comedy,9932,Analyze That
2368,Crime,9932,Analyze That
2369,Action,13389,Righteous Kill
2370,Crime,13389,Righteous Kill
2371,Drama,13389,Righteous Kill
2372,Thriller,13389,Righteous Kill
2373,Action,8838,Mercury Rising
2374,Crime,8838,Mercury Rising
2375,Drama,8838,Mercury Rising
2376,Thriller,8838,Mercury Rising
2377,Drama,17332,The Soloist
2378,Fantasy,4958,The Legend of Bagger Vance
2379,Drama,4958,The Legend of Bagger Vance
2380,Drama,786,Almost Famous
2381,Music,786,Almost Famous
2382,Animation,9513,Garfield: A Tail of Two Kitties
2383,Comedy,9513,Garfield: A Tail of Two Kitties
2384,Family,9513,Garfield: A Tail of Two Kitties
2385,Action,11679,xXx: State of the Union
2386,Adventure,11679,xXx: State of the Union
2387,Crime,11679,xXx: State of the Union
2388,Drama,11679,xXx: State of the Union
2389,Mystery,11679,xXx: State of the Union
2390,Thriller,11679,xXx: State of the Union
2391,Action,38321,Priest
2392,SciFi,38321,Priest
2393,Fantasy,38321,Priest
2394,Thriller,38321,Priest
2395,Horror,38321,Priest
2396,Family,14411,Sinbad: Legend of the Seven Seas
2397,Animation,14411,Sinbad: Legend of the Seven Seas
2398,Adventure,14411,Sinbad: Legend of the Seven Seas
2399,Horror,8413,Event Horizon
2400,SciFi,8413,Event Horizon
2401,Mystery,8413,Event Horizon
2402,Drama,10052,Dragonfly
2403,Drama,9676,The Black Dahlia
2404,Action,9664,Flyboys
2405,Adventure,9664,Flyboys
2406,Drama,9664,Flyboys
2407,History,9664,Flyboys
2408,Romance,9664,Flyboys
2409,War,9664,Flyboys
2410,Action,2100,The Last Castle
2411,Drama,2100,The Last Castle
2412,Thriller,2100,The Last Castle
2413,Horror,10384,Supernova
2414,SciFi,10384,Supernova
2415,Thriller,10384,Supernova
2416,Drama,137321,Winter's Tale
2417,Fantasy,137321,Winter's Tale
2418,Mystery,137321,Winter's Tale
2419,Romance,137321,Winter's Tale
2420,Action,123553,The Mortal Instruments: City of Bones
2421,Adventure,123553,The Mortal Instruments: City of Bones
2422,Drama,123553,The Mortal Instruments: City of Bones
2423,Mystery,123553,The Mortal Instruments: City of Bones
2424,Romance,123553,The Mortal Instruments: City of Bones
2425,Fantasy,123553,The Mortal Instruments: City of Bones
2426,Comedy,11260,Meet Dave
2427,SciFi,11260,Meet Dave
2428,Adventure,11260,Meet Dave
2429,Family,11260,Meet Dave
2430,Drama,9009,Dark Water
2431,Horror,9009,Dark Water
2432,Thriller,9009,Dark Water
2433,Comedy,11374,Edtv
2434,Adventure,2309,Inkheart
2435,Family,2309,Inkheart
2436,Fantasy,2309,Inkheart
2437,Action,8285,The Spirit
2438,Comedy,8285,The Spirit
2439,Thriller,8285,The Spirit
2440,Crime,8285,The Spirit
2441,SciFi,8285,The Spirit
2442,Comedy,210860,Mortdecai
2443,Adventure,210860,Mortdecai
2444,Adventure,2312,In the Name of the King: A Dungeon Siege Tale
2445,Fantasy,2312,In the Name of the King: A Dungeon Siege Tale
2446,Action,2312,In the Name of the King: A Dungeon Siege Tale
2447,Drama,2312,In the Name of the King: A Dungeon Siege Tale
2448,Drama,9839,Beyond Borders
2449,Romance,9839,Beyond Borders
2450,Adventure,9839,Beyond Borders
2451,War,9839,Beyond Borders
2452,Action,381902,The Monkey King 2
2453,Adventure,381902,The Monkey King 2
2454,Fantasy,381902,The Monkey King 2
2455,Action,13922,The Great Raid
2456,History,13922,The Great Raid
2457,War,13922,The Great Raid
2458,Action,293660,Deadpool
2459,Adventure,293660,Deadpool
2460,Comedy,293660,Deadpool
2461,Drama,9713,Holy Man
2462,Comedy,9713,Holy Man
2463,War,190859,American Sniper
2464,Action,190859,American Sniper
